debs_symbol,yahoo_ticker,exchange,status
ALVIV.FR,,FR,isin_not_found
ALVTX.FR,,FR,isin_not_found
ALWED.FR,,FR,isin_not_found
AMPLI.FR,,FR,isin_not_found
APM.FR,,FR,isin_not_found
ASP.FR,,FR,isin_not_found
AURS.FR,,FR,isin_not_found
BALYO.FR,,FR,isin_not_found
BBED.NL,,NL,isin_not_found
BCSS.NL,,NL,isin_not_found
BERR.FR,,FR,isin_not_found
BFB001.ETR,,ETR,isin_not_found
BGHL.NL,,NL,isin_not_found
BGHS.NL,,NL,isin_not_found
BIOBS.FR,,FR,isin_not_found
BLUBT.FR,,FR,isin_not_found
BLV.FR,,FR,isin_not_found
BOKA.NL,,NL,isin_not_found
BOLS.NL,,NL,isin_not_found
BPSBS.FR,,FR,isin_not_found
BRILL.NL,,NL,isin_not_found
BSGR.NL,,NL,isin_not_found
BUDBS.FR,,FR,isin_not_found
CAPLI.FR,,FR,isin_not_found
CAS.FR,,FR,isin_not_found
CDANV.FR,,FR,isin_not_found
CGG.FR,,FR,isin_not_found
CGGBS.FR,,FR,isin_not_found
CGGBT.FR,,FR,isin_not_found
CLB.NL,,NL,isin_not_found
CLP.FR,,FR,isin_not_found
CNP.FR,,FR,isin_not_found
CNV.FR,,FR,isin_not_found
COM.FR,,FR,isin_not_found
CPA1.NL,,NL,isin_not_found
CPA1W.NL,,NL,isin_not_found
CTCA1.NL,,NL,isin_not_found
CTCT1.NL,,NL,isin_not_found
CTCW1.NL,,NL,isin_not_found
CYBBT.FR,,FR,isin_not_found
CYBK1.FR,,FR,isin_not_found
CYBKA.FR,,FR,isin_not_found
CYBKB.FR,,FR,isin_not_found
DCACS.NL,,NL,isin_not_found
DCACW.NL,,NL,isin_not_found
DEE.FR,,FR,isin_not_found
DEEW.FR,,FR,isin_not_found
DPA.NL,,NL,isin_not_found
DSC2S.NL,,NL,isin_not_found
DSCW1.NL,,NL,isin_not_found
DSCW2.NL,,NL,isin_not_found
DSCW3.NL,,NL,isin_not_found
DSM.NL,,NL,isin_not_found
DVT.FR,,FR,isin_not_found
EBPF.FR,,FR,isin_not_found
EDF.FR,,FR,isin_not_found
EFICT.NL,,NL,isin_not_found
EFICW.NL,,NL,isin_not_found
ENTPA.NL,,NL,isin_not_found
ENTPT.NL,,NL,isin_not_found
ENTPW.NL,,NL,isin_not_found
ERYP.FR,,FR,isin_not_found
ESG.NL,,NL,isin_not_found
ESGT.NL,,NL,isin_not_found
ESGWA.NL,,NL,isin_not_found
ESI.FR,,FR,isin_not_found
ESP.NL,,NL,isin_not_found
EUCAR.FR,,FR,isin_not_found
EUR.FR,,FR,isin_not_found
EURBU.FR,,FR,isin_not_found
EXN.FR,,FR,isin_not_found
FAUV.FR,,FR,isin_not_found
FBEL.FR,,FR,isin_not_found
FLO.FR,,FR,isin_not_found
FLY.FR,,FR,isin_not_found
GALIM.FR,,FR,isin_not_found
GENX.FR,,FR,isin_not_found
GEPBS.FR,,FR,isin_not_found
GNRO.FR,,FR,isin_not_found
GOJXN.NL,,NL,isin_not_found
GREV.FR,,FR,isin_not_found
GV.FR,,FR,isin_not_found
GVNV.NL,,NL,isin_not_found
HDG.NL,,NL,isin_not_found
HEGA.NL,,NL,isin_not_found
HEGAU.NL,,NL,isin_not_found
HSBS.NL,,NL,isin_not_found
HUNDP.NL,,NL,isin_not_found
I2PO.FR,,FR,isin_not_found
I2POW.FR,,FR,isin_not_found
IGE.FR,,FR,isin_not_found
INFE.FR,,FR,isin_not_found
IRD.FR,,FR,isin_not_found
ITE.FR,,FR,isin_not_found
JDEP.NL,,NL,isin_not_found
JPMS.NL,,NL,isin_not_found
LSP.NL,,NL,isin_not_found
LTT247.ETR,,ETR,isin_not_found
LUCBS.FR,,FR,isin_not_found
LYS.FR,,FR,isin_not_found
MAG000.ETR,,ETR,isin_not_found
MAJ.NL,,NL,isin_not_found
MAKB2.FR,,FR,isin_not_found
MAN.FR,,FR,isin_not_found
MAREL.NL,,NL,isin_not_found
MASBS.FR,,FR,isin_not_found
MBWBT.FR,,FR,isin_not_found
MBWSZ.FR,,FR,isin_not_found
ML350.FR,,FR,isin_not_found
MLAAE.FR,,FR,isin_not_found
MLABO.FR,,FR,isin_not_found
MLAHC.FR,,FR,isin_not_found
MLAIM.FR,,FR,isin_not_found
MLATV.FR,,FR,isin_not_found
MLAUD.FR,,FR,isin_not_found
MLBAT.FR,,FR,isin_not_found
MLCAS.FR,,FR,isin_not_found
MLCEC.FR,,FR,isin_not_found
MLCIO.FR,,FR,isin_not_found
MLCSA.FR,,FR,isin_not_found
MLCSB.FR,,FR,isin_not_found
MLCVG.FR,,FR,isin_not_found
MLDYX.FR,,FR,isin_not_found
MLEDS.FR,,FR,isin_not_found
MLEDU.FR,,FR,isin_not_found
MLEES.FR,,FR,isin_not_found
MLEVE.FR,,FR,isin_not_found
MLHOP.FR,,FR,isin_not_found
MLIDP.FR,,FR,isin_not_found
MLIOC.FR,,FR,isin_not_found
MLJSA.FR,,FR,isin_not_found
MLLOG.FR,,FR,isin_not_found
MLMAD.FR,,FR,isin_not_found
MLMAT.FR,,FR,isin_not_found
MLMCE.FR,,FR,isin_not_found
MLMTD.FR,,FR,isin_not_found
MLMUL.FR,,FR,isin_not_found
MLNAT.FR,,FR,isin_not_found
MLNEI.FR,,FR,isin_not_found
MLNEO.FR,,FR,isin_not_found
MLOSA.FR,,FR,isin_not_found
MLPAP.FR,,FR,isin_not_found
MLPFX.FR,,FR,isin_not_found
MLPRO.FR,,FR,isin_not_found
MLREX.FR,,FR,isin_not_found
MLROU.FR,,FR,isin_not_found
MLSBT.FR,,FR,isin_not_found
MLSCH.FR,,FR,isin_not_found
MLSKN.FR,,FR,isin_not_found
MLSUM.FR,,FR,isin_not_found
MLTEA.FR,,FR,isin_not_found
MLTRA.FR,,FR,isin_not_found
MLUMH.FR,,FR,isin_not_found
MLV4S.FR,,FR,isin_not_found
MLVER.FR,,FR,isin_not_found
MLVIS.FR,,FR,isin_not_found
MLWIZ.FR,,FR,isin_not_found
MONC.FR,,FR,isin_not_found
MRM.FR,,FR,isin_not_found
MUN.FR,,FR,isin_not_found
NEOEN.FR,,FR,isin_not_found
NEWAY.NL,,NL,isin_not_found
NEXTS.FR,,FR,isin_not_found
NHOA.FR,,FR,isin_not_found
NHODS.FR,,FR,isin_not_found
NLFBS.FR,,FR,isin_not_found
NWRK01.ETR,,ETR,isin_not_found
ODYSW.NL,,NL,isin_not_found
ODYSY.NL,,NL,isin_not_found
OLNV.FR,,FR,isin_not_found
OPN.FR,,FR,isin_not_found
ORANW.NL,,NL,isin_not_found
ORAP.FR,,FR,isin_not_found
ORAPB.FR,,FR,isin_not_found
ORDI.NL,,NL,isin_not_found
PABSA.FR,,FR,isin_not_found
PABSB.FR,,FR,isin_not_found
PACE.NL,,NL,isin_not_found
PACEU.NL,,NL,isin_not_found
PACEW.NL,,NL,isin_not_found
PCA.FR,,FR,isin_not_found
PID.FR,,FR,isin_not_found
PROBS.FR,,FR,isin_not_found
PROBT.FR,,FR,isin_not_found
PUBBS.FR,,FR,isin_not_found
PYP3.FR,,FR,isin_not_found
QWABS.FR,,FR,isin_not_found
RDSA.NL,,NL,isin_not_found
RDSB.NL,,NL,isin_not_found
RE.FR,,FR,isin_not_found
RIN.FR,,FR,isin_not_found
ROCBT.FR,,FR,isin_not_found
ROOD.NL,,NL,isin_not_found
ROTH.FR,,FR,isin_not_found
RWI.NL,,NL,isin_not_found
RX.FR,,FR,isin_not_found
RYSE88.ETR,,ETR,isin_not_found
SBP.NL,,NL,isin_not_found
SCIT.NL,,NL,isin_not_found
SCRM.NL,,NL,isin_not_found
SDT.FR,,FR,isin_not_found
SEV.FR,,FR,isin_not_found
SGDBS.FR,,FR,isin_not_found
SGFI.FR,,FR,isin_not_found
SHA015.ETR,,ETR,isin_not_found
SII.FR,,FR,isin_not_found
SMLBS.FR,,FR,isin_not_found
SMU.NL,,NL,isin_not_found
SNOW.NL,,NL,isin_not_found
SO.FR,,FR,isin_not_found
SPR1.NL,,NL,isin_not_found
SPR1T.NL,,NL,isin_not_found
SQI.FR,,FR,isin_not_found
SRDS.NL,,NL,isin_not_found
SUSE5A.ETR,,ETR,isin_not_found
SX.FR,,FR,isin_not_found
TBGBS.FR,,FR,isin_not_found
TBIRD.NL,,NL,isin_not_found
TBMBT.FR,,FR,isin_not_found
TECBS.FR,,FR,isin_not_found
TES.FR,,FR,isin_not_found
THEDS.FR,,FR,isin_not_found
TIPI.FR,,FR,isin_not_found
TKTT.FR,,FR,isin_not_found
TKWY.NL,,NL,isin_not_found
TRAN.FR,,FR,isin_not_found
TRANW.FR,,FR,isin_not_found
TRODS.FR,,FR,isin_not_found
TSL3.FR,,FR,isin_not_found
TUAG00.ETR,,ETR,isin_not_found
TUAG1D.ETR,,ETR,no_isin
UFF.FR,,FR,isin_not_found
UNBL.FR,,FR,isin_not_found
UNSE01.ETR,,ETR,isin_not_found
VAM.NL,,NL,isin_not_found
VAMT.NL,,NL,isin_not_found
VAPBS.FR,,FR,isin_not_found
VASTN.NL,,NL,isin_not_found
VEON.NL,,NL,isin_not_found
VIVBS.FR,,FR,isin_not_found
VKBS.FR,,FR,isin_not_found
VMGBS.FR,,FR,isin_not_found
VMGBT.FR,,FR,isin_not_found
VODS.NL,,NL,isin_not_found
VTSC01.ETR,,ETR,isin_not_found
WAF301.ETR,,ETR,isin_not_found
WNDL20.ETR,,ETR,isin_not_found
