debs_symbol,yahoo_ticker,exchange,resolved_via,shortName,longName,sector,industry,country,city,currency,quoteType,marketCap,fullTimeEmployees,website,isin_yf
SFPI.FR,SFPI.PA,FR,ticker,GROUPE SFPI,GROUPE SFPI SA,Industrials,Specialty Industrial Machinery,France,Paris,EUR,EQUITY,197319632.0,3782.0,https://www.sfpi-group.com,
SGO.FR,SGO.PA,FR,ticker,SAINT GOBAIN,Compagnie de Saint-Gobain S.A.,Industrials,Building Products & Equipment,France,Courbevoie,EUR,EQUITY,37084475392.0,155544.0,https://www.saint-gobain.com,
SGP.FR,SGP.PA,FR,ticker,STGOBAINTP83T1,Compagnie de Saint-Gobain S.A. IDX/LKD BDS PERP EUR152.45,,,,,EUR,EQUITY,,,,
SGRO.FR,SGRO.PA,FR,ticker,SEGRO PUBLIC LIMITED COMPANY,SEGRO Plc,Real Estate,REIT - Industrial,United Kingdom,London,EUR,EQUITY,13665048576.0,463.0,https://www.segro.com,
SGS.FR,SGS.PA,FR,ticker,Leverage Shares -1x Short Goldm,,,,,,EUR,ETF,,,,
SHO3.FR,SHO3.PA,FR,ticker,Leverage Shares 3x Shopify ETP ,,,,,,EUR,ETF,,,,
SHOS.FR,SHOS.PA,FR,ticker,Leverage Shares -1x Short Shopi,,,,,,EUR,ETF,,,,
SHSB.FR,SHSB.PA,FR,ticker,Leverage Shares -1x Short HSBC ,,,,,,EUR,ETF,,,,
SIGHT.FR,SIGHT.PA,FR,ticker,GENSIGHT BIOLOGICS,GenSight Biologics S.A.,Healthcare,Biotechnology,France,Paris,EUR,EQUITY,19226850.0,13.0,https://www.gensight-biologics.com,
SJPM.FR,SJPM.PA,FR,ticker,Leverage Shares -1x Short JPMor,,,,,,EUR,ETF,,,,
SK.FR,SK.PA,FR,ticker,S.E.B.,SEB SA,Consumer Cyclical,"Furnishings, Fixtures & Appliances",France,Ecully,EUR,EQUITY,3036943616.0,32000.0,https://www.groupeseb.com,
SLB.FR,SLB,FR,isin,SLB Limited,SLB N.V.,Energy,Oil & Gas Equipment & Services,United States,Houston,USD,EQUITY,76470517760.0,109000.0,https://www.slb.com,AN8068571086
SLCO.FR,SLCO.PA,FR,ticker,"SLCO.PA,0P00009WP9,0",Selcodis SA,,,,,EUR,MUTUALFUND,1800395.0,,,
SMCP.FR,SMCP.PA,FR,ticker,SMCP,SMCP S.A.,Consumer Cyclical,Apparel Retail,France,Paris,EUR,EQUITY,405410624.0,,https://www.smcp.com,
SMTPC.FR,ALTPC.PA,FR,isin,SMTPC,Société Marseillaise du Tunnel Prado Carénage,Industrials,Infrastructure Operations,France,Marseille,EUR,EQUITY,158196256.0,57.0,https://www.tunnelsprado.com,FR0004016699
SOG.FR,ALSOG.PA,FR,isin,SOGECLAIR,Sogeclair SA,Industrials,Aerospace & Defense,France,Blagnac,EUR,EQUITY,104498888.0,1211.0,https://www.sogeclair.com,FR0000065864
SOI.FR,SOI.PA,FR,ticker,SOITEC,Soitec SA,Technology,Semiconductor Equipment & Materials,France,Bernin,EUR,EQUITY,3515040512.0,1961.0,https://www.soitec.com,
SOP.FR,SOP.PA,FR,ticker,SOPRA STERIA GROUP,Sopra Steria Group SA,Technology,Information Technology Services,France,Paris,EUR,EQUITY,3250415360.0,51275.0,https://www.soprasteria.com,
SPEL.FR,SPEL.PA,FR,ticker,FONCIERE VOLTA,Foncière Volta,Real Estate,Real Estate Services,France,Paris,EUR,EQUITY,87519872.0,2.0,https://www.foncierevolta.com,
SPIE.FR,SPIE.PA,FR,ticker,SPIE,SPIE SA,Industrials,Engineering & Construction,France,Cergy-Pontoise,EUR,EQUITY,8145564160.0,54673.0,https://www.spie.com,
SQ3.FR,SQ3.L,FR,isin,LEVERAGE SHARES PUBLIC LIMITED ,Leverage Shares 3x Square ETP Securities,,,,,USD,ETF,,,,XS2297552262
SQS.FR,SQS.L,FR,isin,"SQS.L,0P0001M10W,0",Leverage Shares -1x Short Square ETP Securities,,,,,USD,ETF,,,,XS2297552932
SRP.FR,SRP.PA,FR,ticker,SHOWROOMPRIVE,SRP Groupe S.A.,Consumer Cyclical,Internet Retail,France,Saint-Denis,EUR,EQUITY,92623032.0,1056.0,https://www.showroomprivegroup.com,
STF.FR,STF.PA,FR,ticker,STEF,STEF SA,Industrials,Integrated Freight & Logistics,France,Paris,EUR,EQUITY,1698594560.0,26019.0,https://www.stef.com,
STLA.FR,STLAM.MI,FR,isin,STELLANTIS,Stellantis N.V.,Consumer Cyclical,Auto Manufacturers,Netherlands,Hoofddorp,EUR,EQUITY,14507822080.0,258668.0,https://www.stellantis.com,NL00150001Q9
STM.FR,STMPA.PA,FR,isin,STMICROELECTRONICS,STMicroelectronics N.V.,Technology,Semiconductors,Netherlands,Schiphol,EUR,EQUITY,39801229312.0,49000.0,https://www.st.com/content/st_com/en.html,NL0000226223
SU.FR,SU.PA,FR,ticker,SCHNEIDER ELECTRIC SE,Schneider Electric S.E.,Industrials,Specialty Industrial Machinery,France,Rueil-Malmaison,EUR,EQUITY,149181677568.0,156399.0,https://www.se.com,
SVOD.FR,SVOD.PA,FR,ticker,Leverage Shares -1x Short Vodaf,Leverage Shares Plc - 1X Vodafone ETP,,,,,EUR,ETF,,,,
SW.FR,SW.PA,FR,ticker,SODEXO,Sodexo S.A.,Industrials,Specialty Business Services,France,Issy-les-Moulineaux,EUR,EQUITY,8350344704.0,314292.0,https://www.sodexo.com,
SWP.FR,SWP.PA,FR,ticker,SWORD GROUP,Sword Group S.E.,Technology,Software - Application,Luxembourg,Windhof,EUR,EQUITY,284950528.0,3610.0,https://www.sword-group.com,
TAYN.FR,TBSO.PA,FR,isin,TBSO,,Financial Services,Capital Markets,France,Paris,EUR,EQUITY,27833274.0,,https://www.tayninh.fr/W/do/centre/accueil.html,FR0000063307
TCH.FR,VANTI.PA,FR,isin,VANTIVA S.A.,Vantiva S.A.,Communication Services,Entertainment,France,Paris,EUR,EQUITY,46872096.0,1544.0,https://www.vantiva.com,FR0013505062
TE.FR,TE.PA,FR,ticker,TECHNIP ENERGIES N.V.,Technip Energies N.V.,Energy,Oil & Gas Equipment & Services,France,Nanterre,EUR,EQUITY,5826636800.0,18000.0,https://www.ten.com/en,
TEP.FR,TEP.PA,FR,ticker,TELEPERFORMANCE,Teleperformance SE,Industrials,Specialty Business Services,France,Paris,EUR,EQUITY,3388027904.0,446716.0,https://www.tp.com,
TFF.FR,TFF.PA,FR,ticker,TFF GROUP,TFF Group,Consumer Cyclical,Packaging & Containers,France,Saint-Romain-en-Viennois,EUR,EQUITY,333872000.0,,https://www.tff-group.com,
TFI.FR,TFI.PA,FR,ticker,TF1,TF1 SA,Communication Services,Broadcasting,France,Boulogne-Billancourt,EUR,EQUITY,1479515008.0,3036.0,https://www.groupe-tf1.fr,
THEP.FR,THEP.PA,FR,ticker,THERMADOR GROUPE,Thermador Groupe SA,Industrials,Industrial Distribution,France,Saint-Quentin-Fallavier,EUR,EQUITY,712564480.0,829.0,https://www.thermador-groupe.fr,
TKO.FR,TKO.PA,FR,ticker,TIKEHAU CAPITAL,Tikehau Capital,Financial Services,Asset Management,France,Paris,EUR,EQUITY,3026589440.0,705.0,https://www.tikehaucapital.com/en,
TNG.FR,TNG.PA,FR,ticker,TRANSGENE,Transgene SA,Healthcare,Biotechnology,France,Illkirch-Graffenstaden,EUR,EQUITY,200343936.0,145.0,https://www.transgene.com,
TOUP.FR,ALTOU.PA,FR,isin,TOUAX,,Industrials,Rental & Leasing Services,France,La Défense,EUR,EQUITY,28465222.0,243.0,https://www.touax.com,FR0000033003
TPB.FR,TPB.PA,FR,ticker,BNPPARTPFRN,BNP Paribas SA IDX/LKD SNR BDS PERP EUR152.45,,,,,EUR,EQUITY,,,,
TRI.FR,TRI.PA,FR,ticker,TRIGANO,Trigano S.A.,Consumer Cyclical,Recreational Vehicles,France,Paris,EUR,EQUITY,2841684480.0,10139.0,https://trigano.com,
TS2S.FR,2STS.AS,FR,isin,Leverage Shares -2x Short Tesla,Leverage Shares -2x Short Tesla ETP Securities,,,,,EUR,EQUITY,,,,XS2297550134
TSL2.FR,TSL2.PA,FR,ticker,Leverage Shares 2x Tesla ETP Se,Leverage Shares 2x Tesla ETP Securities,,,,,EUR,ETF,,,,
TSLS.FR,TSLS.PA,FR,ticker,Leverage Shares -1x Tesla ETP S,Leverage Shares -1x Tesla ETP Securities,,,,,EUR,ETF,,,,
TTE.FR,TTE.PA,FR,ticker,TOTALENERGIES,TotalEnergies SE,Energy,Oil & Gas Integrated,France,Courbevoie,EUR,EQUITY,165522522112.0,94847.0,https://totalenergies.com,
TVRB.FR,TVRB.PA,FR,ticker,TELEVERBIER,Téléverbier SA,Industrials,Engineering & Construction,Switzerland,Verbier,EUR,EQUITY,93800000.0,531.0,https://verbier4vallees.ch,
TWT2.FR,TWT2.PA,FR,ticker,Leverage Shares 2x Twitter ETP ,Leverage Shares 2x Twitter ETC,,,,,EUR,ETF,,,,
TWTS.FR,TWTS.PA,FR,ticker,Leverage Shares -1x Twitter ETP,Leverage Shares -1x Twitter ETC,,,,,EUR,ETF,,,,
UBI.FR,UBI.PA,FR,ticker,UBISOFT ENTERTAIN,Ubisoft Entertainment SA,Communication Services,Electronic Gaming & Multimedia,France,Saint-Mandé,EUR,EQUITY,713712576.0,16590.0,https://www.ubisoft.com,
UBR2.FR,UBR2.PA,FR,ticker,Leverage Shares 2x Uber ETP Sec,Leverage Shares 2x Uber ETP Scs,,,,,EUR,ETF,,,,
UBRS.FR,UBRS.PA,FR,ticker,Leverage Shares -1x Uber ETP Se,Leverage Shares -1x Uber ETP Securities,,,,,EUR,ETF,,,,
VAC.FR,VAC.PA,FR,ticker,PIERRE VACANCES,Pierre et Vacances SA,Consumer Cyclical,Lodging,France,Paris,EUR,EQUITY,861914368.0,5540.0,https://www.groupepvcp.com,
VCT.FR,VCT.PA,FR,ticker,VICAT,Vicat S.A.,Basic Materials,Building Materials,France,L'Isle-d'Abeau,EUR,EQUITY,2721254400.0,10025.0,https://www.vicat.com,
VDF3.FR,VDF3.PA,FR,ticker,Leverage Shares 3x Vodafone ETP,Leverage Shares Plc - 3X Vodafone ETP,,,,,EUR,ETF,,,,
VETH.FR,VETH.PA,FR,ticker,VanEck Ethereum ETN,VanEck Ethereum ETN A,,,,,EUR,ETF,,,,
VETO.FR,VETO.PA,FR,ticker,VETOQUINOL,Vetoquinol SA,Healthcare,Drug Manufacturers - Specialty & Generic,France,Lure,EUR,EQUITY,840459968.0,2422.0,https://www.vetoquinol.com,
VIE.FR,VIE.PA,FR,ticker,VEOLIA ENVIRON.,Veolia Environnement SA,Industrials,Waste Management,France,Aubervilliers,EUR,EQUITY,26218096640.0,203100.0,https://www.veolia.com/fr,
VIL.FR,VIL.PA,FR,ticker,VIEL ET COMPAGNIE,"VIEL & Cie, société anonyme",Financial Services,Capital Markets,France,Paris,EUR,EQUITY,1154494464.0,2575.0,https://www.viel.com,
VIRP.FR,VIRP.PA,FR,ticker,VIRBAC,Virbac SA,Healthcare,Drug Manufacturers - General,France,Carros,EUR,EQUITY,2832988928.0,6442.0,https://corporate.virbac.com,
VIS2.FR,VIS2.PA,FR,ticker,Leverage Shares 2x Visa ETP Sec,Leverage Shares 2x Visa ETP Securities A,,,,,EUR,ETF,,,,
VIV.FR,VIV.PA,FR,ticker,VIVENDI SE,Vivendi SE,Communication Services,Electronic Gaming & Multimedia,France,Paris,EUR,EQUITY,1954489472.0,2500.0,https://www.vivendi.com,
VK.FR,VK.PA,FR,ticker,VALLOUREC,Vallourec S.A.,Basic Materials,Steel,France,Meudon,EUR,EQUITY,5673846784.0,13000.0,https://www.vallourec.com,
VLA.FR,VLA.PA,FR,ticker,VALNEVA SE,Valneva SE,Healthcare,Biotechnology,France,Saint-Herblain,EUR,EQUITY,443607712.0,674.0,https://valneva.com,
VLTSA.FR,VLTSA.PA,FR,ticker,VOLTALIA,Voltalia SA,Utilities,Utilities - Renewable,France,Paris,EUR,EQUITY,899579008.0,1896.0,https://www.voltalia.com,
VMX.FR,VMX.PA,FR,ticker,VERIMATRIX,Verimatrix SA,Technology,Software - Infrastructure,France,Meyreuil,EUR,EQUITY,19460036.0,211.0,https://www.verimatrix.com,
VRAP.FR,POMRY.PA,FR,isin,MAISON POMMERY & ASSOCIES,,Consumer Defensive,Beverages - Wineries & Distilleries,France,Reims,EUR,EQUITY,97756712.0,630.0,https://www.maisonpommery.com/en,FR0000062796
VRLA.FR,VRLA.PA,FR,ticker,VERALLIA,Verallia Société Anonyme,Consumer Cyclical,Packaging & Containers,France,Courbevoie,EUR,EQUITY,2263496192.0,11000.0,https://www.verallia.com,
VTR.FR,VTR.PA,FR,ticker,VITURA,Vitura SA,Real Estate,REIT - Office,France,Paris,EUR,EQUITY,70919472.0,2.0,https://www.vitura.fr,
WAGA.FR,WAGA.PA,FR,ticker,WAGA ENERGY,Waga Energy SA,Industrials,Specialty Industrial Machinery,France,Eybens,EUR,EQUITY,621736320.0,296.0,https://waga-energy.com,
WAVE.FR,WAVE.PA,FR,ticker,WAVESTONE,Wavestone SA,Technology,Information Technology Services,France,Paris,EUR,EQUITY,1027575168.0,5610.0,https://www.wavestone.com,
WLN.FR,WLN.PA,FR,ticker,WORLDLINE,Worldline SA,Technology,Software - Infrastructure,France,Puteaux,EUR,EQUITY,577769536.0,17948.0,https://worldline.com,
XBTI.FR,XBTI.PA,FR,ticker,DDA Physical Bitcoin ETP,DDA Physical Bitcoin ETP A,,,,,EUR,ETF,,,,
XFAB.FR,XFAB.PA,FR,ticker,X-FAB SILICON FOUNDRIES SE,X-FAB Silicon Foundries SE,Technology,Semiconductors,Belgium,Tessenderlo,EUR,EQUITY,860864384.0,4300.0,https://www.xfab.com,
XIL.FR,ALXIL.PA,FR,isin,XILAM ANIMATION,,Communication Services,Entertainment,France,Paris,EUR,EQUITY,33026060.0,196.0,https://xilam.com,FR0004034072
ZM3.FR,ZM3.PA,FR,ticker,Leverage Shares 3x Zoom ETP Sec,,,,,,EUR,ETF,,,,
ZMS.FR,ZMS.PA,FR,ticker,Leverage Shares -1x Short Zoom ,,,,,,EUR,ETF,,,,
2AAP.NL,2AAP.AS,NL,ticker,Leverage Shares 2x Apple ETP Se,Leverage Shares 2x Apple ETP Scs,,,,,EUR,ETF,,,,
2AMD.NL,2AMD.AS,NL,ticker,Leverage Shares 2x Advanced Mic,Leverage Shares 2x Advanced Micro Devices ETC,,,,,EUR,ETF,,,,
2AMZ.NL,2AMZ.AS,NL,ticker,Leverage Shares 2x Amazon ETP S,Leverage Shares 2x Amazon ETP Securities,,,,,EUR,ETF,,,,
2BAB.NL,2BAB.AS,NL,ticker,Leverage Shares 2x Alibaba ETP ,Leverage Shares 2x Alibaba ETP Scs,,,,,EUR,ETF,,,,
2CIT.NL,2CIT.AS,NL,ticker,Leverage Shares 2x Citigroup ET,Leverage Shares 2x Citigroup ETP Securities,,,,,EUR,ETF,,,,
2CRM.NL,2CRM.AS,NL,ticker,Leverage Shares 2x Salesforce.c,Leverage Shrs 2x Salesforce.com ETP Securities,,,,,EUR,ETF,,,,
2FB.NL,2FB.AS,NL,ticker,Leverage Shares 2x Facebook ETP,Leverage Shares 2x Facebook ETP Securities,,,,,EUR,ETF,,,,
2GOO.NL,2GOO.AS,NL,ticker,Leverage Shares 2x Alphabet ETP,Leverage Shares 2x Alphabet ETP Securities,,,,,EUR,ETF,,,,
2GS.NL,2GS.AS,NL,ticker,Leverage Shares 2x Goldman Sach,Leverage Shares 2x Goldman Sachs ETP Securities,,,,,EUR,ETF,,,,
2JPM.NL,2JPM.AS,NL,ticker,Leverage Shares 2x JPMorgan ETP,Leverage Shares 2x JPMorgan ETP Securities,,,,,EUR,ETF,,,,
2MSF.NL,2MSF.AS,NL,ticker,Leverage Shares 2x Microsoft ET,Leverage Shares 2x Microsoft ETP Securities,,,,,EUR,ETF,,,,
2MU.NL,2MU.AS,NL,ticker,Leverage Shares 2x Micron Techn,Leverage Shares 2x Micron Tech ETP Scs,,,,,EUR,ETF,,,,
2NFL.NL,2NFL.AS,NL,ticker,Leverage Shares 2x Netflix ETP ,Leverage Shares 2x Netflix ETP Securities,,,,,EUR,ETF,,,,
2NVD.NL,2NVD.AS,NL,ticker,Leverage Shares 2x NVIDIA ETP S,Leverage Shares 2x NVIDIA ETP Securities,,,,,EUR,ETF,,,,
2STS.NL,2STS.AS,NL,ticker,Leverage Shares -2x Short Tesla,Leverage Shares -2x Short Tesla ETP Securities,,,,,EUR,EQUITY,,,,
2TSL.NL,2TSL.AS,NL,ticker,Leverage Shares 2x Tesla ETP Se,Leverage Shares 2x Tesla ETP Scs,,,,,EUR,ETF,,,,
2TWT.NL,2TWT.AS,NL,ticker,Leverage Shares 2x Twitter ETP ,Leverage Shares 2x Twitter ETC,,,,,EUR,ETF,,,,
2UBR.NL,2UBR.AS,NL,ticker,Leverage Shares 2x Uber ETP Sec,Leverage Shares 2x Uber ETP Scs,,,,,EUR,ETF,,,,
2VIS.NL,2VIS.AS,NL,ticker,Leverage Shares 2x Visa ETP Sec,Leverage Shares 2x Visa ETP Securities,,,,,EUR,ETF,,,,
3AAP.NL,3AAP.AS,NL,ticker,Leverage Shares 3x Apple ETP Se,Leverage Shares 3x Apple ETP Scs,,,,,EUR,ETF,,,,
3AMZ.NL,3AMZ.AS,NL,ticker,Leverage Shares 3x Amazon ETP S,Leverage Shares 3x Amazon ETC,,,,,EUR,ETF,,,,
3BA.NL,BA3.L,NL,isin,LEVERAGE SHARES PUBLIC LIMITED ,Leverage Shares 3x Boeing ETP Securities,,,,,USD,ETF,,,,XS2297551371
3BP.NL,3BP.AS,NL,ticker,Leverage Shares 3x BP ETP Secur,Leverage Shares 3x BP ETP Securities,,,,,EUR,EQUITY,,,,
3CRM.NL,3CRM.AS,NL,ticker,Leverage Shares 3x Salesforce.C,Leverage Shrs 3x Salesforce.Com ETP Scs,,,,,EUR,ETF,,,,
3FB.NL,3FB.AS,NL,ticker,Leverage Shares 3x Facebook ETP,Leverage Shares 3x Facebook ETP Scs,,,,,EUR,ETF,,,,
3GOO.NL,3GOO.AS,NL,ticker,Leverage Shares 3x Alphabet ETP,Leverage Shares 3x Alphabet ETP Scs,,,,,EUR,ETF,,,,
3MSF.NL,3MSF.AS,NL,ticker,Leverage Shares 3x Microsoft ET,Leverage Shares 3x Microsoft ETC,,,,,EUR,ETF,,,,
3NFL.NL,3NFL.AS,NL,ticker,Leverage Shares 3x Netflix ETP ,Leverage Shares 3x Netflix ETC,,,,,EUR,EQUITY,,,,
3NVD.NL,3NVD.AS,NL,ticker,Leverage Shares 3x NVIDIA ETP S,Leverage Shares 3x NVIDIA ETC,,,,,EUR,ETF,,,,
3PYP.NL,3PYP.AS,NL,ticker,Leverage Shares 3x PayPal ETP S,Leverage Shares 3x PayPal ETP Securities,,,,,EUR,EQUITY,,,,
3SHP.NL,3SHP.AS,NL,ticker,Leverage Shares 3x Shopify ETP ,,,,,,EUR,ETF,,,,
3SQ.NL,3SQ.AS,NL,ticker,Leverage Shares 3x Square ETP S,Leverage Shares 3x Square ETP Securities,,,,,EUR,EQUITY,,,,
3TSL.NL,3TSL.AS,NL,ticker,Leverage Shares 3x Tesla ETP Se,Leverage Shares 3x Tesla ETP Securities,,,,,EUR,EQUITY,,,,
3ZM.NL,3ZM.AS,NL,ticker,Leverage Shares 3x Zoom ETP Sec,,,,,,EUR,ETF,,,,
AALB.NL,AALB.AS,NL,ticker,AALBERTS N.V.,Aalberts N.V.,Industrials,Specialty Industrial Machinery,Netherlands,Utrecht,EUR,EQUITY,4420777472.0,13000.0,https://www.aalberts.com,
ABN.NL,ABN.AS,NL,ticker,ABN AMRO BANK N.V.,ABN AMRO Bank N.V.,Financial Services,Banks - Diversified,Netherlands,Amsterdam,EUR,EQUITY,30845317120.0,23140.0,https://www.abnamro.com,
ACOMO.NL,ACOMO.AS,NL,ticker,ACOMO N.V.,Acomo N.V.,Consumer Defensive,Food Distribution,Netherlands,Rotterdam,EUR,EQUITY,693971392.0,840.0,https://www.acomo.nl,
AD.NL,AD.AS,NL,ticker,KONINKLIJKE AHOLD DELHAIZE N.V.,Koninklijke Ahold Delhaize N.V.,Consumer Defensive,Grocery Stores,Netherlands,Zaandam,EUR,EQUITY,30734669824.0,384000.0,https://www.aholddelhaize.com,
ADYEN.NL,ADYEN.AS,NL,ticker,ADYEN,Adyen N.V.,Technology,Software - Infrastructure,Netherlands,Amsterdam,EUR,EQUITY,26509742080.0,4771.0,https://www.adyen.com,
AGHY.NL,AGHY.AS,NL,ticker,AEAM Global High Yield Fund (EU,AEAM Global High Yield Fund (EUR) Inc,,,,,EUR,MUTUALFUND,,,,
AGN.NL,AGN.AS,NL,ticker,AEGON,Aegon Ltd.,Financial Services,Insurance - Diversified,Netherlands,Schiphol,EUR,EQUITY,11864414208.0,15304.0,https://www.aegon.com,
AJAX.NL,AJAX.AS,NL,ticker,AJAX,AFC Ajax NV,Communication Services,Entertainment,Netherlands,Amsterdam,EUR,EQUITY,159133328.0,483.0,https://www.ajax.nl,
AKZA.NL,AKZA.AS,NL,ticker,AKZO NOBEL,Akzo Nobel N.V.,Basic Materials,Specialty Chemicals,Netherlands,Amsterdam,EUR,EQUITY,10325963776.0,30900.0,https://www.akzonobel.com,
ALFEN.NL,ALFEN.AS,NL,ticker,ALFEN,Alfen N.V.,Industrials,Electrical Equipment & Parts,Netherlands,Almere,EUR,EQUITY,271352384.0,923.0,https://alfen.com,
ALLFG.NL,ALLFG.AS,NL,ticker,ALLFUNDS GROUP PLC,Allfunds Group plc,Financial Services,Asset Management,United Kingdom,London,EUR,EQUITY,5320606720.0,1126.0,https://allfunds.com/en,
ALX.NL,ALX.AS,NL,ticker,ALUMEXX N.V.,Alumexx N.V.,Consumer Cyclical,Internet Retail,Netherlands,Etten-Leur,EUR,EQUITY,21526010.0,71.0,https://alumexx.nl,
AMG.NL,AMG.AS,NL,ticker,AMG Critical Materials N.V.,AMG Critical Materials N.V.,Basic Materials,Other Industrial Metals & Mining,Netherlands,Amsterdam,EUR,EQUITY,980041216.0,3600.0,https://amg-nv.com,
AMUND.NL,AMUND.AS,NL,ticker,Almunda Professional N.V.,Almunda Professionals N.V.,Technology,Information Technology Services,Netherlands,Amsterdam,EUR,EQUITY,25168278.0,183.0,https://www.novisource.nl,
APAM.NL,APAM.AS,NL,ticker,APERAM,Aperam S.A.,Basic Materials,Steel,Luxembourg,Luxembourg,EUR,EQUITY,3575124992.0,13000.0,https://www.aperam.com,
ARCAD.NL,ARCAD.AS,NL,ticker,ARCADIS,Arcadis NV,Industrials,Engineering & Construction,Netherlands,Amsterdam,EUR,EQUITY,3561802752.0,31361.0,https://www.arcadis.com,
ARCPF.NL,ARCPF.AS,NL,ticker,ARCONA PROPERTY FUND NV,Arcona Property Fund N.V.,,,,,EUR,MUTUALFUND,,,,
ASM.NL,ASM.AS,NL,ticker,ASM International N.V.,ASM International NV,Technology,Semiconductor Equipment & Materials,Netherlands,Almere,EUR,EQUITY,37681385472.0,4489.0,https://www.asm.com,
ASML.NL,ASML.AS,NL,ticker,ASML HOLDING,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,Netherlands,Veldhoven,EUR,EQUITY,536203591680.0,43938.0,https://www.asml.com,
ASN.NL,ASN.AS,NL,ticker,ASN DUURZAAM AANDELENFONDS,ASN Duurzaam Aandelenfonds R,,,,,EUR,MUTUALFUND,,,,
ASN5.NL,ASN5.AS,NL,ticker,ASN Duurzaam Small & Midcapfond,ASN Duurzaam S&Mid Cap R,,,,,EUR,MUTUALFUND,,,,
ASND.NL,ASND.AS,NL,ticker,ASN DUURZAAM MIXFONDS DEFENSIEF,ASN Duurzaam Mixfonds Defensief,,,,,EUR,MUTUALFUND,,,,
ASNGF.NL,ASNGF.AS,NL,ticker,ASN Energie & Innovatiefonds,ASN Groenprojectenfonds,,,,,EUR,MUTUALFUND,,,,
ASNMF.NL,ASNMF.AS,NL,ticker,ASN MICROKREDIETFONDS,ASN Microkredietfonds R,,,,,EUR,MUTUALFUND,,,,
ASNML.NL,ASNML.AS,NL,ticker,ASN Milieu & Waterfonds,ASN Milieu & Waterfonds R,,,,,EUR,MUTUALFUND,,,,
ASNN.NL,ASNN.AS,NL,ticker,ASN DUURZAAM MIXFONDS NEUTRAAL,ASN Duurzaam Mixfonds Neutraal,,,,,EUR,MUTUALFUND,,,,
ASNO.NL,ASNO.AS,NL,ticker,ASN DUURZAAM MIXFONDS OFFENSIEF,ASN Duurzaam Mixfonds Offensief,,,,,EUR,MUTUALFUND,,,,
ASNOB.NL,ASNOB.AS,NL,ticker,ASN DUURZAAM OBLIGATIEFONDS,ASN Duurzaam Obligatiefonds R,,,,,EUR,MUTUALFUND,,,,
ASNZD.NL,ASNZD.AS,NL,ticker,ASN DUURZAAM MIXFONDS ZEER DEFE,ASN Duurzaam Mixfonds Zeer Defensief,,,,,EUR,MUTUALFUND,,,,
ASNZO.NL,ASNZO.AS,NL,ticker,ASN DUURZAAM MIXFONDS ZEER OFFE,ASN Duurzaam Mixfonds Zeer Offensief,,,,,EUR,MUTUALFUND,,,,
ASRNL.NL,ASRNL.AS,NL,ticker,ASR NEDERLAND,ASR Nederland N.V.,Financial Services,Insurance - Diversified,Netherlands,Utrecht,EUR,EQUITY,14451497984.0,4771.0,https://www.asrnl.com,
ATRS.NL,ATRS.AS,NL,ticker,"ATRS.AS,0P0000M29S,0",Atrium European Real Estate Ltd,,,,,EUR,MUTUALFUND,0.0,,,
AVFNV.NL,AVFNV.AS,NL,ticker,ADD VALUE FUND N.V.,Add Value Fund N.V.,,,,,EUR,MUTUALFUND,,,,
AVIAW.NL,AVIAW.AS,NL,ticker,Cardano ESG Transition Enhanced,Cardano ESG Trans EnhIndx Eq Glob C1 D €,,,,,EUR,MUTUALFUND,,,,
AVTX.NL,AVTX.AS,NL,ticker,AVANTIUM,Avantium N.V.,Basic Materials,Specialty Chemicals,Netherlands,Amsterdam,EUR,EQUITY,163843680.0,199.0,https://www.avantium.com,
AXS.NL,AXS.AS,NL,ticker,ACCSYS TECHNOLOGIES PLC,Accsys Technologies PLC,Basic Materials,Lumber & Wood Production,United Kingdom,London,EUR,EQUITY,210755040.0,241.0,https://www.accsysplc.com,
BAMNB.NL,BAMNB.AS,NL,ticker,Koninklijke BAM Groep N.V.,Koninklijke BAM Groep nv,Industrials,Engineering & Construction,Netherlands,Bunnik,EUR,EQUITY,2810211584.0,12836.0,https://www.bam.com,
BAPHF.NL,BAPHF.AS,NL,ticker,BNP Paribas Asia Pacific High I,BNP Paribas Fund III N.V. - BNP Paribas Asia Pacific High Income Equity Fund,,,,,EUR,MUTUALFUND,,,,
BESI.NL,BESI.AS,NL,ticker,BE Semiconductor Industries N.V,BE Semiconductor Industries N.V.,Technology,Semiconductor Equipment & Materials,Netherlands,Duiven,EUR,EQUITY,15893061632.0,1952.0,https://www.besi.com,
BEVER.NL,BEVER.AS,NL,ticker,BEVER HOLDING Gewone aandelen,Bever Holding NV,Real Estate,Real Estate - Development,Netherlands,Wassenaar,EUR,EQUITY,44349624.0,1.0,https://www.beverholding.nl,
BFIT.NL,BFIT.AS,NL,ticker,BASIC-FIT,Basic-Fit N.V.,Consumer Cyclical,Leisure,Netherlands,Hoofddorp,EUR,EQUITY,2233234688.0,7906.0,https://corporate.basic-fit.com,
BGHEF.NL,BGHEF.AS,NL,ticker,BNP Paribas Global Income Multi,BNP Paribas III Glbl Inc Mlt-Fct Eq Cl,,,,,EUR,MUTUALFUND,,,,
BGPSF.NL,BGPSF.AS,NL,ticker,BNP Paribas ESG Global Property,BNP Paribas III ESG Global Prop Secs Cl,,,,,EUR,EQUITY,,,,
