debs_symbol,yahoo_ticker,exchange,status
A1EXUJ.ETR,A1EXUJ.DE,ETR,isin_not_found
A1EXUL.ETR,A1EXUL.DE,ETR,isin_not_found
A1EXUE.ETR,A1EXUE.DE,ETR,isin_not_found
A1EXUF.ETR,A1EXUF.DE,ETR,isin_not_found
A1EXW5.ETR,A1EXW5.DE,ETR,isin_not_found
A1EXW6.ETR,A1EXW6.DE,ETR,isin_not_found
A1EXZW.ETR,A1EXZW.DE,ETR,isin_not_found
A1EXWH.ETR,A1EXWH.DE,ETR,isin_not_found
A1EXZV.ETR,A1EXZV.DE,ETR,isin_not_found
A1EXZS.ETR,A1EXZS.DE,ETR,isin_not_found
A1EXZX.ETR,A1EXZX.DE,ETR,isin_not_found
A1JADL.ETR,A1JADL.DE,ETR,isin_not_found
A1JGT0.ETR,A1JGT0.DE,ETR,isin_not_found
A1JMFQ.ETR,A1JMFQ.DE,ETR,isin_not_found
A1JPJY.ETR,A1JPJY.DE,ETR,isin_not_found
A1JV4H.ETR,A1JV4H.DE,ETR,isin_not_found
A1K037.ETR,A1K037.DE,ETR,isin_not_found
A1W6XZ.ETR,A1W6XZ.DE,ETR,isin_not_found
A1W90H.ETR,A1W90H.DE,ETR,isin_not_found
A1X214.ETR,A1X214.DE,ETR,isin_not_found
A1W9NS.ETR,A1W9NS.DE,ETR,isin_not_found
A1X215.ETR,A1X215.DE,ETR,isin_not_found
A1X225.ETR,A1X225.DE,ETR,isin_not_found
A1X226.ETR,A1X226.DE,ETR,isin_not_found
A1X2V6.ETR,A1X2V6.DE,ETR,isin_not_found
A1X227.ETR,A1X227.DE,ETR,isin_not_found
A1X22A.ETR,A1X22A.DE,ETR,isin_not_found
A1X2V7.ETR,A1X2V7.DE,ETR,isin_not_found
A1X2VP.ETR,A1X2VP.DE,ETR,isin_not_found
A1X2VQ.ETR,A1X2VQ.DE,ETR,isin_not_found
A1X2VS.ETR,A1X2VS.DE,ETR,isin_not_found
A1X2W6.ETR,A1X2W6.DE,ETR,isin_not_found
A1X2VR.ETR,A1X2VR.DE,ETR,isin_not_found
A1X2VU.ETR,A1X2VU.DE,ETR,isin_not_found
A1X2WD.ETR,A1X2WD.DE,ETR,isin_not_found
A1X2XJ.ETR,A1X2XJ.DE,ETR,isin_not_found
A1X2XK.ETR,A1X2XK.DE,ETR,isin_not_found
A1X2WE.ETR,A1X2WE.DE,ETR,isin_not_found
A1X2XH.ETR,A1X2XH.DE,ETR,isin_not_found
A1X2YV.ETR,A1X2YV.DE,ETR,isin_not_found
A1X2YJ.ETR,A1X2YJ.DE,ETR,isin_not_found
A1X2XP.ETR,A1X2XP.DE,ETR,isin_not_found
A1X2YK.ETR,A1X2YK.DE,ETR,isin_not_found
A1X2XQ.ETR,A1X2XQ.DE,ETR,isin_not_found
A1X2YL.ETR,A1X2YL.DE,ETR,isin_not_found
A1X3W0.ETR,A1X3W0.DE,ETR,isin_not_found
A254W5.ETR,A254W5.DE,ETR,isin_not_found
A255G3.ETR,A255G3.DE,ETR,isin_not_found
A2AHZA.ETR,A2AHZA.DE,ETR,isin_not_found
A2ASF5.ETR,A2ASF5.DE,ETR,isin_not_found
A2ASAC.ETR,A2ASAC.DE,ETR,isin_not_found
A2BPNB.ETR,A2BPNB.DE,ETR,isin_not_found
A2DA41.ETR,A2DA41.DE,ETR,isin_not_found
A2DME9.ETR,A2DME9.DE,ETR,isin_not_found
A2DAN1.ETR,A2DAN1.DE,ETR,isin_not_found
A2DPEL.ETR,A2DPEL.DE,ETR,isin_not_found
A2DSYC.ETR,A2DSYC.DE,ETR,isin_not_found
A2E370.ETR,A2E370.DE,ETR,isin_not_found
A2E377.ETR,A2E377.DE,ETR,isin_not_found
A2G9LL.ETR,A2G9LL.DE,ETR,isin_not_found
A2G8XP.ETR,A2G8XP.DE,ETR,isin_not_found
A2GS40.ETR,A2GS40.DE,ETR,isin_not_found
A2GS5M.ETR,A2GS5M.DE,ETR,no_data
A2GSVV.ETR,A2GSVV.DE,ETR,isin_not_found
A2JHXV.ETR,A2JHXV.DE,ETR,isin_not_found
A2JQSC.ETR,A2JQSC.DE,ETR,isin_not_found
A2LQ85.ETR,A2LQ85.DE,ETR,isin_not_found
A2JNWZ.ETR,A2JNWZ.DE,ETR,isin_not_found
A2LQUA.ETR,A2LQUA.DE,ETR,isin_not_found
A2JR3A.ETR,A2JR3A.DE,ETR,isin_not_found
A2N9WV.ETR,A2N9WV.DE,ETR,isin_not_found
A2P0E9.ETR,A2P0E9.DE,ETR,isin_not_found
A2P4A9.ETR,A2P4A9.DE,ETR,isin_not_found
A2P4LJ.ETR,A2P4LJ.DE,ETR,isin_not_found
A2P739.ETR,A2P739.DE,ETR,isin_not_found
A2P71U.ETR,A2P71U.DE,ETR,isin_not_found
A2PBVH.ETR,A2PBVH.DE,ETR,isin_not_found
A2PBX0.ETR,A2PBX0.DE,ETR,isin_not_found
A2PPTN.ETR,A2PPTN.DE,ETR,isin_not_found
A2PUZ3.ETR,A2PUZ3.DE,ETR,isin_not_found
A2PUCU.ETR,A2PUCU.DE,ETR,isin_not_found
A2QA6Q.ETR,A2QA6Q.DE,ETR,isin_not_found
A2QAZJ.ETR,A2QAZJ.DE,ETR,isin_not_found
A2QCEQ.ETR,A2QCEQ.DE,ETR,isin_not_found
A2QEFA.ETR,A2QEFA.DE,ETR,isin_not_found
A2QRHL.ETR,A2QRHL.DE,ETR,isin_not_found
A2QN3E.ETR,A2QN3E.DE,ETR,isin_not_found
A2TSQH.ETR,A2TSQH.DE,ETR,isin_not_found
A2TSL7.ETR,A2TSL7.DE,ETR,isin_not_found
A2YN70.ETR,A2YN70.DE,ETR,isin_not_found
A2YN37.ETR,A2YN37.DE,ETR,isin_not_found
A3CM9E.ETR,A3CM9E.DE,ETR,isin_not_found
A3CMGM.ETR,A3CMGM.DE,ETR,isin_not_found
A3C4QG.ETR,A3C4QG.DE,ETR,isin_not_found
A3CNK4.ETR,A3CNK4.DE,ETR,isin_not_found
A3E5B5.ETR,A3E5B5.DE,ETR,no_data
A3E5C4.ETR,A3E5C4.DE,ETR,isin_not_found
A3E5CC.ETR,A3E5CC.DE,ETR,isin_not_found
A3E5DP.ETR,A3E5DP.DE,ETR,isin_not_found
A3E5DK.ETR,A3E5DK.DE,ETR,isin_not_found
A3E5DT.ETR,A3E5DT.DE,ETR,no_data
A3E5DF.ETR,A3E5DF.DE,ETR,no_data
A3E5D0.ETR,A3E5D0.DE,ETR,isin_not_found
A3E5E4.ETR,A3E5E4.DE,ETR,no_data
A3E5ES.ETR,A3E5ES.DE,ETR,isin_not_found
A3E5ET.ETR,A3E5ET.DE,ETR,isin_not_found
A3E5EU.ETR,A3E5EU.DE,ETR,no_data
A3E5C5.ETR,A3E5C5.DE,ETR,no_data
A3H222.ETR,A3H222.DE,ETR,isin_not_found
A3H218.ETR,A3H218.DE,ETR,isin_not_found
AACW.FR,AACW.PA,FR,isin_not_found
A3H3LB.ETR,A3H3LB.DE,ETR,isin_not_found
AAC.FR,AAC.PA,FR,isin_not_found
ABIO.FR,ABIO.PA,FR,isin_not_found
ACNV.FR,ACNV.PA,FR,isin_not_found
ACCEL.NL,ACCEL.AS,NL,isin_not_found
AKA.FR,AKA.PA,FR,isin_not_found
ALADA.FR,ALADA.PA,FR,isin_not_found
ALACT.FR,ALACT.PA,FR,isin_not_found
ALADM.FR,ALADM.PA,FR,isin_not_found
ALADV.FR,ALADV.PA,FR,isin_not_found
ALAMG.FR,ALAMG.PA,FR,isin_not_found
ALATF.FR,ALATF.PA,FR,isin_not_found
ALCES.FR,ALCES.PA,FR,isin_not_found
ALCHI.FR,ALCHI.PA,FR,isin_not_found
ALCG.FR,ALCG.PA,FR,isin_not_found
ALCAR.FR,ALCAR.PA,FR,isin_not_found
ALCOR.FR,ALCOR.PA,FR,isin_not_found
ALDBY.FR,ALDBY.PA,FR,isin_not_found
ALDR.FR,ALDR.PA,FR,isin_not_found
ALENE.FR,ALENE.PA,FR,isin_not_found
ALENR.FR,ALENR.PA,FR,isin_not_found
ALFBA.FR,ALFBA.PA,FR,isin_not_found
ALESK.FR,ALESK.PA,FR,isin_not_found
ALFIL.FR,ALFIL.PA,FR,isin_not_found
ALGAU.FR,ALGAU.PA,FR,isin_not_found
ALGBE.FR,ALGBE.PA,FR,isin_not_found
ALHEO.FR,ALHEO.PA,FR,isin_not_found
ALHIO.FR,ALHIO.PA,FR,isin_not_found
ALICR.FR,ALICR.PA,FR,isin_not_found
ALIDS.FR,ALIDS.PA,FR,isin_not_found
ALIVA.FR,ALIVA.PA,FR,isin_not_found
ALKER.FR,ALKER.PA,FR,isin_not_found
ALLEC.FR,ALLEC.PA,FR,isin_not_found
ALM.FR,ALM.PA,FR,isin_not_found
ALMBG.FR,ALMBG.PA,FR,isin_not_found
ALMAK.FR,ALMAK.PA,FR,isin_not_found
ALMDP.FR,ALMDP.PA,FR,isin_not_found
ALMIL.FR,ALMIL.PA,FR,isin_not_found
ALMII.FR,ALMII.PA,FR,isin_not_found
ALMND.FR,ALMND.PA,FR,isin_not_found
ALONC.FR,ALONC.PA,FR,isin_not_found
ALOBR.FR,ALOBR.PA,FR,isin_not_found
ALPAR.FR,ALPAR.PA,FR,isin_not_found
ALOSM.FR,ALOSM.PA,FR,isin_not_found
ALPCV.FR,ALPCV.PA,FR,isin_not_found
ALPHA.FR,ALPHA.PA,FR,isin_not_found
ALPHS.FR,ALPHS.PA,FR,isin_not_found
ALPHE.FR,ALPHE.PA,FR,isin_not_found
ALPIX.FR,ALPIX.PA,FR,isin_not_found
ALPLA.FR,ALPLA.PA,FR,isin_not_found
ALPRO.FR,ALPRO.PA,FR,isin_not_found
ALQP.FR,ALQP.PA,FR,isin_not_found
ALSER.FR,ALSER.PA,FR,isin_not_found
ALSIM.FR,ALSIM.PA,FR,isin_not_found
ALTAN.FR,ALTAN.PA,FR,isin_not_found
ALTEV.FR,ALTEV.PA,FR,isin_not_found
ALTER.FR,ALTER.PA,FR,isin_not_found
ALTBM.FR,ALTBM.PA,FR,isin_not_found
ALTIV.FR,ALTIV.PA,FR,isin_not_found
ALTRO.FR,ALTRO.PA,FR,isin_not_found
ALTTI.FR,ALTTI.PA,FR,isin_not_found
ALUMS.FR,ALUMS.PA,FR,isin_not_found
ALUCR.FR,ALUCR.PA,FR,isin_not_found
ALTUR.FR,ALTUR.PA,FR,isin_not_found
ALTVO.FR,ALTVO.PA,FR,isin_not_found
ALVIV.FR,ALVIV.PA,FR,isin_not_found
ALVER.FR,ALVER.PA,FR,isin_not_found
ALVET.FR,ALVET.PA,FR,isin_not_found
ALVTX.FR,ALVTX.PA,FR,isin_not_found
ALWED.FR,ALWED.PA,FR,isin_not_found
AMPLI.FR,AMPLI.PA,FR,isin_not_found
APM.FR,APM.PA,FR,isin_not_found
ASP.FR,ASP.PA,FR,isin_not_found
AURS.FR,AURS.PA,FR,isin_not_found
BALYO.FR,BALYO.PA,FR,isin_not_found
BBED.NL,BBED.AS,NL,isin_not_found
BFB001.ETR,BFB001.DE,ETR,isin_not_found
BCSS.NL,BCSS.AS,NL,isin_not_found
BERR.FR,BERR.PA,FR,isin_not_found
BIOBS.FR,BIOBS.PA,FR,isin_not_found
BGHL.NL,BGHL.AS,NL,isin_not_found
BGHS.NL,BGHS.AS,NL,isin_not_found
BLV.FR,BLV.PA,FR,isin_not_found
BLUBT.FR,BLUBT.PA,FR,isin_not_found
BOKA.NL,BOKA.AS,NL,isin_not_found
BOLS.NL,BOLS.AS,NL,isin_not_found
BSGR.NL,BSGR.AS,NL,isin_not_found
BPSBS.FR,BPSBS.PA,FR,isin_not_found
BRILL.NL,BRILL.AS,NL,isin_not_found
CAPLI.FR,CAPLI.PA,FR,isin_not_found
CAS.FR,CAS.PA,FR,isin_not_found
CDANV.FR,CDANV.PA,FR,isin_not_found
CGG.FR,CGG.PA,FR,isin_not_found
CGGBS.FR,CGGBS.PA,FR,isin_not_found
CGGBT.FR,CGGBT.PA,FR,isin_not_found
BUDBS.FR,BUDBS.PA,FR,isin_not_found
CLB.NL,CLB.AS,NL,isin_not_found
CLP.FR,CLP.PA,FR,isin_not_found
CNP.FR,CNP.PA,FR,isin_not_found
CNV.FR,CNV.PA,FR,isin_not_found
COM.FR,COM.PA,FR,isin_not_found
CPA1.NL,CPA1.AS,NL,isin_not_found
CPA1W.NL,CPA1W.AS,NL,isin_not_found
CTCA1.NL,CTCA1.AS,NL,isin_not_found
CTCT1.NL,CTCT1.AS,NL,isin_not_found
CTCW1.NL,CTCW1.AS,NL,isin_not_found
CYBKB.FR,CYBKB.PA,FR,isin_not_found
CYBK1.FR,CYBK1.PA,FR,isin_not_found
CYBKA.FR,CYBKA.PA,FR,isin_not_found
CYBBT.FR,CYBBT.PA,FR,isin_not_found
DCACS.NL,DCACS.AS,NL,isin_not_found
DCACW.NL,DCACW.AS,NL,isin_not_found
DEEW.FR,DEEW.PA,FR,isin_not_found
DEE.FR,DEE.PA,FR,isin_not_found
DPA.NL,DPA.AS,NL,isin_not_found
DSC2S.NL,DSC2S.AS,NL,isin_not_found
DSCW1.NL,DSCW1.AS,NL,isin_not_found
DVT.FR,DVT.PA,FR,isin_not_found
DSM.NL,DSM.AS,NL,isin_not_found
DSCW3.NL,DSCW3.AS,NL,isin_not_found
DSCW2.NL,DSCW2.AS,NL,isin_not_found
EBPF.FR,EBPF.PA,FR,isin_not_found
EDF.FR,EDF.PA,FR,isin_not_found
EFICW.NL,EFICW.AS,NL,isin_not_found
EFICT.NL,EFICT.AS,NL,isin_not_found
ENTPW.NL,ENTPW.AS,NL,isin_not_found
ENTPT.NL,ENTPT.AS,NL,isin_not_found
ENTPA.NL,ENTPA.AS,NL,isin_not_found
ESGWA.NL,ESGWA.AS,NL,isin_not_found
ESI.FR,ESI.PA,FR,isin_not_found
ESP.NL,ESP.AS,NL,isin_not_found
ERYP.FR,ERYP.PA,FR,isin_not_found
ESGT.NL,ESGT.AS,NL,isin_not_found
EUR.FR,EUR.PA,FR,isin_not_found
ESG.NL,ESG.AS,NL,isin_not_found
EURBU.FR,EURBU.PA,FR,isin_not_found
EUCAR.FR,EUCAR.PA,FR,isin_not_found
EXN.FR,EXN.PA,FR,isin_not_found
FBEL.FR,FBEL.PA,FR,isin_not_found
FAUV.FR,FAUV.PA,FR,isin_not_found
FLY.FR,FLY.PA,FR,isin_not_found
FLO.FR,FLO.PA,FR,isin_not_found
GALIM.FR,GALIM.PA,FR,isin_not_found
GEPBS.FR,GEPBS.PA,FR,isin_not_found
GENX.FR,GENX.PA,FR,isin_not_found
GNRO.FR,GNRO.PA,FR,isin_not_found
GOJXN.NL,GOJXN.AS,NL,isin_not_found
GREV.FR,GREV.PA,FR,isin_not_found
GV.FR,GV.PA,FR,isin_not_found
GVNV.NL,GVNV.AS,NL,isin_not_found
HDG.NL,HDG.AS,NL,isin_not_found
HEGAU.NL,HEGAU.AS,NL,isin_not_found
HEGA.NL,HEGA.AS,NL,isin_not_found
HUNDP.NL,HUNDP.AS,NL,isin_not_found
I2POW.FR,I2POW.PA,FR,isin_not_found
I2PO.FR,I2PO.PA,FR,isin_not_found
HSBS.NL,HSBS.AS,NL,isin_not_found
IGE.FR,IGE.PA,FR,isin_not_found
INFE.FR,INFE.PA,FR,isin_not_found
IRD.FR,IRD.PA,FR,isin_not_found
ITE.FR,ITE.PA,FR,isin_not_found
JDEP.NL,JDEP.AS,NL,isin_not_found
JPMS.NL,JPMS.AS,NL,isin_not_found
LSP.NL,LSP.AS,NL,isin_not_found
LUCBS.FR,LUCBS.PA,FR,isin_not_found
LTT247.ETR,LTT247.DE,ETR,isin_not_found
LYS.FR,LYS.PA,FR,isin_not_found
MAG000.ETR,MAG000.DE,ETR,isin_not_found
MAKB2.FR,MAKB2.PA,FR,isin_not_found
MAJ.NL,MAJ.AS,NL,isin_not_found
MBWBT.FR,MBWBT.PA,FR,isin_not_found
MBWSZ.FR,MBWSZ.PA,FR,isin_not_found
MAN.FR,MAN.PA,FR,isin_not_found
MAREL.NL,MAREL.AS,NL,isin_not_found
MASBS.FR,MASBS.PA,FR,isin_not_found
ML350.FR,ML350.PA,FR,isin_not_found
MLAAE.FR,MLAAE.PA,FR,isin_not_found
MLAHC.FR,MLAHC.PA,FR,isin_not_found
MLAIM.FR,MLAIM.PA,FR,isin_not_found
MLABO.FR,MLABO.PA,FR,isin_not_found
MLBAT.FR,MLBAT.PA,FR,isin_not_found
MLATV.FR,MLATV.PA,FR,isin_not_found
MLAUD.FR,MLAUD.PA,FR,isin_not_found
MLCAS.FR,MLCAS.PA,FR,isin_not_found
MLCEC.FR,MLCEC.PA,FR,isin_not_found
MLCIO.FR,MLCIO.PA,FR,isin_not_found
MLCSA.FR,MLCSA.PA,FR,isin_not_found
MLCSB.FR,MLCSB.PA,FR,isin_not_found
MLCVG.FR,MLCVG.PA,FR,isin_not_found
MLDYX.FR,MLDYX.PA,FR,isin_not_found
MLEDS.FR,MLEDS.PA,FR,isin_not_found
MLEDU.FR,MLEDU.PA,FR,isin_not_found
MLEES.FR,MLEES.PA,FR,isin_not_found
MLEVE.FR,MLEVE.PA,FR,isin_not_found
MLHOP.FR,MLHOP.PA,FR,isin_not_found
MLIDP.FR,MLIDP.PA,FR,isin_not_found
MLIOC.FR,MLIOC.PA,FR,isin_not_found
MLJSA.FR,MLJSA.PA,FR,isin_not_found
MLLOG.FR,MLLOG.PA,FR,isin_not_found
MLMAT.FR,MLMAT.PA,FR,isin_not_found
MLMAD.FR,MLMAD.PA,FR,isin_not_found
MLMCE.FR,MLMCE.PA,FR,isin_not_found
MLMUL.FR,MLMUL.PA,FR,isin_not_found
MLNAT.FR,MLNAT.PA,FR,isin_not_found
MLMTD.FR,MLMTD.PA,FR,isin_not_found
MLNEI.FR,MLNEI.PA,FR,isin_not_found
MLNEO.FR,MLNEO.PA,FR,isin_not_found
MLOSA.FR,MLOSA.PA,FR,isin_not_found
MLPAP.FR,MLPAP.PA,FR,isin_not_found
MLPFX.FR,MLPFX.PA,FR,isin_not_found
MLPRO.FR,MLPRO.PA,FR,isin_not_found
MLREX.FR,MLREX.PA,FR,isin_not_found
MLSCH.FR,MLSCH.PA,FR,isin_not_found
MLSBT.FR,MLSBT.PA,FR,isin_not_found
MLROU.FR,MLROU.PA,FR,isin_not_found
MLSKN.FR,MLSKN.PA,FR,isin_not_found
MLSUM.FR,MLSUM.PA,FR,isin_not_found
MLTRA.FR,MLTRA.PA,FR,isin_not_found
MLTEA.FR,MLTEA.PA,FR,isin_not_found
MLV4S.FR,MLV4S.PA,FR,isin_not_found
MLUMH.FR,MLUMH.PA,FR,isin_not_found
MLVER.FR,MLVER.PA,FR,isin_not_found
MLVIS.FR,MLVIS.PA,FR,isin_not_found
MLWIZ.FR,MLWIZ.PA,FR,isin_not_found
MONC.FR,MONC.PA,FR,isin_not_found
MRM.FR,MRM.PA,FR,isin_not_found
MUN.FR,MUN.PA,FR,isin_not_found
NEXTS.FR,NEXTS.PA,FR,isin_not_found
NEOEN.FR,NEOEN.PA,FR,isin_not_found
NEWAY.NL,NEWAY.AS,NL,isin_not_found
NHODS.FR,NHODS.PA,FR,isin_not_found
NHOA.FR,NHOA.PA,FR,isin_not_found
NLFBS.FR,NLFBS.PA,FR,isin_not_found
NWRK01.ETR,NWRK01.DE,ETR,isin_not_found
ODYSW.NL,ODYSW.AS,NL,isin_not_found
ODYSY.NL,ODYSY.AS,NL,isin_not_found
OPN.FR,OPN.PA,FR,isin_not_found
OLNV.FR,OLNV.PA,FR,isin_not_found
ORAP.FR,ORAP.PA,FR,isin_not_found
ORDI.NL,ORDI.AS,NL,isin_not_found
ORAPB.FR,ORAPB.PA,FR,isin_not_found
ORANW.NL,ORANW.AS,NL,isin_not_found
PACEW.NL,PACEW.AS,NL,isin_not_found
PABSA.FR,PABSA.PA,FR,isin_not_found
PACEU.NL,PACEU.AS,NL,isin_not_found
PACE.NL,PACE.AS,NL,isin_not_found
PABSB.FR,PABSB.PA,FR,isin_not_found
PCA.FR,PCA.PA,FR,isin_not_found
PID.FR,PID.PA,FR,isin_not_found
PROBS.FR,PROBS.PA,FR,isin_not_found
PROBT.FR,PROBT.PA,FR,isin_not_found
PUBBS.FR,PUBBS.PA,FR,isin_not_found
QWABS.FR,QWABS.PA,FR,isin_not_found
PYP3.FR,PYP3.PA,FR,isin_not_found
RDSA.NL,RDSA.AS,NL,isin_not_found
RDSB.NL,RDSB.AS,NL,isin_not_found
RE.FR,RE.PA,FR,isin_not_found
RIN.FR,RIN.PA,FR,isin_not_found
ROCBT.FR,ROCBT.PA,FR,isin_not_found
ROTH.FR,ROTH.PA,FR,isin_not_found
ROOD.NL,ROOD.AS,NL,isin_not_found
RWI.NL,RWI.AS,NL,isin_not_found
RX.FR,RX.PA,FR,isin_not_found
RYSE88.ETR,RYSE88.DE,ETR,isin_not_found
SBP.NL,SBP.AS,NL,isin_not_found
SCIT.NL,SCIT.AS,NL,isin_not_found
SDT.FR,SDT.PA,FR,isin_not_found
SCRM.NL,SCRM.AS,NL,isin_not_found
SGDBS.FR,SGDBS.PA,FR,isin_not_found
SHA015.ETR,SHA015.DE,ETR,isin_not_found
SII.FR,SII.PA,FR,isin_not_found
SEV.FR,SEV.PA,FR,isin_not_found
SGFI.FR,SGFI.PA,FR,isin_not_found
SMLBS.FR,SMLBS.PA,FR,isin_not_found
SMU.NL,SMU.AS,NL,isin_not_found
SO.FR,SO.PA,FR,isin_not_found
SNOW.NL,SNOW.AS,NL,isin_not_found
SPR1T.NL,SPR1T.AS,NL,isin_not_found
SRDS.NL,SRDS.AS,NL,isin_not_found
SPR1.NL,SPR1.AS,NL,isin_not_found
SQI.FR,SQI.PA,FR,isin_not_found
SUSE5A.ETR,SUSE5A.DE,ETR,isin_not_found
SX.FR,SX.PA,FR,isin_not_found
TBGBS.FR,TBGBS.PA,FR,isin_not_found
TBIRD.NL,TBIRD.AS,NL,isin_not_found
TBMBT.FR,TBMBT.PA,FR,isin_not_found
TES.FR,TES.PA,FR,isin_not_found
TECBS.FR,TECBS.PA,FR,isin_not_found
THEDS.FR,THEDS.PA,FR,isin_not_found
TIPI.FR,TIPI.PA,FR,isin_not_found
TKWY.NL,TKWY.AS,NL,isin_not_found
TKTT.FR,TKTT.PA,FR,isin_not_found
TRAN.FR,TRAN.PA,FR,isin_not_found
TRANW.FR,TRANW.PA,FR,isin_not_found
TRODS.FR,TRODS.PA,FR,isin_not_found
TUAG00.ETR,TUAG00.DE,ETR,isin_not_found
TSL3.FR,TSL3.PA,FR,isin_not_found
TUAG1D.ETR,TUAG1D.DE,ETR,no_data
UFF.FR,UFF.PA,FR,isin_not_found
UNBL.FR,UNBL.PA,FR,isin_not_found
UNSE01.ETR,UNSE01.DE,ETR,isin_not_found
VAM.NL,VAM.AS,NL,isin_not_found
VASTN.NL,VASTN.AS,NL,isin_not_found
VAMT.NL,VAMT.AS,NL,isin_not_found
VAPBS.FR,VAPBS.PA,FR,isin_not_found
VEON.NL,VEON.AS,NL,isin_not_found
VIVBS.FR,VIVBS.PA,FR,isin_not_found
VKBS.FR,VKBS.PA,FR,isin_not_found
VMGBT.FR,VMGBT.PA,FR,isin_not_found
VMGBS.FR,VMGBS.PA,FR,isin_not_found
VODS.NL,VODS.AS,NL,isin_not_found
WAF301.ETR,WAF301.DE,ETR,isin_not_found
VTSC01.ETR,VTSC01.DE,ETR,isin_not_found
WNDL20.ETR,WNDL20.DE,ETR,isin_not_found
