debs_symbol,yahoo_ticker,exchange,status,shortName,longName,sector,industry,country,city,currency,quoteType,marketCap,fullTimeEmployees,website,isin_yf
850501.ETR,BMY,ETR,ok_isin,Bristol-Myers Squibb Company,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - General,United States,Princeton,USD,EQUITY,127751979008,32500,https://www.bms.com,US1101221083
850605.ETR,ISP.MI,ETR,ok_isin,INTESA SANPAOLO,Intesa Sanpaolo S.p.A.,Financial Services,Banks - Regional,Italy,Turin,EUR,EQUITY,114465128448,89931,https://www.intesasanpaolo.com,IT0000072618
850628.ETR,JPM,ETR,ok_isin,JP Morgan Chase & Co.,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,United States,New York,USD,EQUITY,946850889728,320560,https://www.jpmorganchase.com,US46625H1005
850598.ETR,CAT,ETR,ok_isin,"Caterpillar, Inc.",Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,United States,Irving,USD,EQUITY,402225758208,118000,https://www.caterpillar.com,US1491231015
850561.ETR,CPB,ETR,ok_isin,The Campbell's Company,The Campbell's Company,Consumer Defensive,Packaged Foods,United States,Camden,USD,EQUITY,6670873600,13700,https://www.thecampbellscompany.com,US1344291091
850663.ETR,KO,ETR,ok_isin,Coca-Cola Company (The),The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,United States,Atlanta,USD,EQUITY,361709699072,65900,https://www.coca-colacompany.com,US1912161007
850727.ETR,TTE.PA,ETR,ok_isin,TOTALENERGIES,TotalEnergies SE,Energy,Oil & Gas Integrated,France,Courbevoie,EUR,EQUITY,165500305408,94847,https://totalenergies.com,FR0000120271
850775.ETR,TEF.MC,ETR,ok_isin,"TELEFONICA,S.A.","Telefónica, S.A.",Communication Services,Telecom Services,Spain,Madrid,EUR,EQUITY,21136556032,82175,https://www.telefonica.com,ES0178430E18
850866.ETR,DE,ETR,ok_isin,Deere & Company,Deere & Company,Industrials,Farm & Heavy Construction Machinery,United States,Moline,USD,EQUITY,168822472704,73100,https://www.deere.com,US2441991054
850795.ETR,CMS,ETR,ok_isin,CMS Energy Corporation,CMS Energy Corporation,Utilities,Utilities - Regulated Electric,United States,Jackson,USD,EQUITY,22943459328,8350,https://www.cmsenergy.com,US1258961002
850667.ETR,CL,ETR,ok_isin,Colgate-Palmolive Company,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,United States,New York,USD,EQUITY,73601417216,33600,https://www.colgatepalmolive.com,US1941621039
850808.ETR,GLW,ETR,ok_isin,Corning Incorporated,Corning Incorporated,Technology,Electronic Components,United States,Corning,USD,EQUITY,123381039104,67200,https://www.corning.com,US2193501051
851143.ETR,GD,ETR,ok_isin,General Dynamics Corporation,General Dynamics Corporation,Industrials,Aerospace & Defense,United States,Reston,USD,EQUITY,105235202048,110000,https://www.gd.com,US3695501086
851194.ETR,BN.PA,ETR,ok_isin,DANONE,Danone S.A.,Consumer Defensive,Packaged Foods,France,Paris,EUR,EQUITY,46373593088,88670,https://www.danone.com,FR0000120644
850875.ETR,HRL,ETR,ok_isin,Hormel Foods Corporation,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,United States,Austin,USD,EQUITY,14334903296,20000,https://www.hormelfoods.com,US4404521001
850981.ETR,EMR,ETR,ok_isin,Emerson Electric Company,Emerson Electric Co.,Industrials,Specialty Industrial Machinery,United States,Saint Louis,USD,EQUITY,83622928384,71000,https://www.emerson.com,US2910111044
851247.ETR,DGE.L,ETR,ok_isin,DIAGEO PLC ORD 28 101/108P,Diageo plc,Consumer Defensive,Beverages - Wineries & Distilleries,United Kingdom,London,GBp,EQUITY,36444553216,29632,https://www.diageo.com,GB0002374006
851223.ETR,KER.PA,ETR,ok_isin,KERING,Kering SA,Consumer Cyclical,Luxury Goods,France,Paris,EUR,EQUITY,30513825792,41399,https://www.kering.com,FR0000121485
851204.ETR,GT,ETR,ok_isin,The Goodyear Tire & Rubber Comp,The Goodyear Tire & Rubber Company,Consumer Cyclical,Auto Parts,United States,Akron,USD,EQUITY,2043688704,63000,https://www.goodyear.com,US3825501014
851297.ETR,HSY,ETR,ok_isin,The Hershey Company,The Hershey Company,Consumer Defensive,Confectioners,United States,Hershey,USD,EQUITY,36550348800,17550,https://www.thehersheycompany.com,US4278661081
851704.ETR,MAT,ETR,ok_isin,"Mattel, Inc.","Mattel, Inc.",Consumer Cyclical,Leisure,United States,El Segundo,USD,EQUITY,4300421120,31000,https://corporate.mattel.com,US5770811025
851544.ETR,KR,ETR,ok_isin,Kroger Company (The),The Kroger Co.,Consumer Defensive,Grocery Stores,United States,Cincinnati,USD,EQUITY,35521290240,400000,https://www.thekrogerco.com,US5010441013
851413.ETR,IP,ETR,ok_isin,International Paper Company,International Paper Company,Consumer Cyclical,Packaging & Containers,United States,Memphis,USD,EQUITY,22456813568,62602,https://www.internationalpaper.com,US4601461035
851399.ETR,IBM,ETR,ok_isin,International Business Machines,International Business Machines Corporation,Technology,Information Technology Services,United States,Armonk,USD,EQUITY,203764826112,264300,https://www.ibm.com,US4592001014
851915.ETR,NOC,ETR,ok_isin,Northrop Grumman Corporation,Northrop Grumman Corporation,Industrials,Aerospace & Defense,United States,Falls Church,USD,EQUITY,77790871552,95000,https://www.northropgrumman.com,US6668071029
851745.ETR,MMM,ETR,ok_isin,3M Company,3M Company,Industrials,Conglomerates,United States,Saint Paul,USD,EQUITY,91917205504,60500,https://www.3m.com,US88579Y1010
851781.ETR,,ETR,isin_not_found,,,,,,,,,,,,US4606901001
851962.ETR,PCG,ETR,ok_isin,Pacific Gas & Electric Co.,PG&E Corporation,Utilities,Utilities - Regulated Electric,United States,Oakland,USD,EQUITY,38761660416,29010,https://www.pgecorp.com,US69331C1080
851936.ETR,OLN,ETR,ok_isin,Olin Corporation,Olin Corporation,Basic Materials,Chemicals,United States,Clayton,USD,EQUITY,2493936640,7849,https://www.olin.com,US6806652052
852009.ETR,PFE,ETR,ok_isin,"Pfizer, Inc.",Pfizer Inc.,Healthcare,Drug Manufacturers - General,United States,New York,USD,EQUITY,140605292544,75000,https://www.pfizer.com,US7170811035
851921.ETR,OXY,ETR,ok_isin,Occidental Petroleum Corporatio,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,United States,Houston,USD,EQUITY,54635282432,10412,https://www.oxy.com,US6745991058
852011.ETR,EXC,ETR,ok_isin,Exelon Corporation,Exelon Corporation,Utilities,Utilities - Regulated Electric,United States,Chicago,USD,EQUITY,48244264960,20000,https://www.exeloncorp.com,US30161N1019
851995.ETR,PEP,ETR,ok_isin,"Pepsico, Inc.","PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,United States,Purchase,USD,EQUITY,190953127936,306000,https://www.pepsico.com,US7134481081
852026.ETR,PPG,ETR,ok_isin,"PPG Industries, Inc.","PPG Industries, Inc.",Basic Materials,Specialty Chemicals,United States,Pittsburgh,USD,EQUITY,26406963200,43500,https://www.ppg.com,US6935061076
852062.ETR,PG,ETR,ok_isin,Procter & Gamble Company (The),The Procter & Gamble Company,Consumer Defensive,Household & Personal Products,United States,Cincinnati,USD,EQUITY,346099679232,109000,https://www.pginvestor.com,US7427181091
852147.ETR,RIO.L,ETR,ok_isin,RIO TINTO PLC ORD 10P,Rio Tinto Group,Basic Materials,Other Industrial Metals & Mining,United Kingdom,London,GBp,EQUITY,110081015808,56890,https://www.riotinto.com,GB0007188757
852362.ETR,CA.PA,ETR,ok_isin,CARREFOUR,Carrefour SA,Consumer Defensive,Grocery Stores,France,Massy,EUR,EQUITY,11324454912,298604,https://www.carrefour.com,FR0000120172
852523.ETR,SO,ETR,ok_isin,Southern Company (The),The Southern Company,Utilities,Utilities - Regulated Electric,United States,Atlanta,USD,EQUITY,108762013696,29502,https://www.southerncompany.com,US8425871071
852654.ETR,TXN,ETR,ok_isin,Texas Instruments Incorporated,Texas Instruments Incorporated,Technology,Semiconductors,United States,Dallas,USD,EQUITY,255170543616,33000,https://www.ti.com,US8825081040
852069.ETR,PRU.L,ETR,ok_isin,PRUDENTIAL PLC ORD 5P,Prudential plc,Financial Services,Insurance - Life,Hong Kong,Central,GBp,EQUITY,26697412608,15338,https://www.prudentialplc.com,GB0007099541
852549.ETR,XOM,ETR,ok_isin,ExxonMobil Holdings Corporation,ExxonMobil Holdings Corporation,Energy,Oil & Gas Integrated,United States,Spring,USD,EQUITY,641513488384,57900,https://corporate.exxonmobil.com,US30231G1022
852070.ETR,PEG,ETR,ok_isin,Public Service Enterprise Group,Public Service Enterprise Group Incorporated,Utilities,Utilities - Regulated Electric,United States,Newark,USD,EQUITY,39472037888,13189,https://investor.pseg.com,US7445731067
852552.ETR,CVX,ETR,ok_isin,Chevron Corporation,Chevron Corporation,Energy,Oil & Gas Integrated,United States,Houston,USD,EQUITY,378403553280,43039,https://www.chevron.com,US1667641005
852927.ETR,LNZ.VI,ETR,ok_isin,Lenzing AG,Lenzing Aktiengesellschaft,Consumer Cyclical,Textile Manufacturing,Austria,Lenzing,EUR,EQUITY,838014528,7589,https://www.lenzing.com,AT0000644505
852789.ETR,,ETR,isin_not_found,,,,,,,,,,,,US5658491064
852894.ETR,WIE.VI,ETR,ok_isin,Wienerberger AG,Wienerberger AG,Basic Materials,Building Materials,Austria,Vienna,EUR,EQUITY,2238638336,20220,https://www.wienerberger.com,AT0000831706
853260.ETR,JNJ,ETR,ok_isin,Johnson & Johnson,Johnson & Johnson,Healthcare,Drug Manufacturers - General,United States,New Brunswick,USD,EQUITY,640912523264,138200,https://www.jnj.com,US4781601046
853121.ETR,CMI,ETR,ok_isin,Cummins Inc.,Cummins Inc.,Industrials,Specialty Industrial Machinery,United States,Columbus,USD,EQUITY,91326693376,67400,https://www.cummins.com,US2310211063
853265.ETR,,ETR,isin_not_found,,,,,,,,,,,,US4878361082
853707.ETR,DOV,ETR,ok_isin,Dover Corporation,Dover Corporation,Industrials,Specialty Industrial Machinery,United States,Downers Grove,USD,EQUITY,27723925504,24000,https://www.dovercorporation.com,US2600031080
853292.ETR,MC.PA,ETR,ok_isin,LVMH,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne",Consumer Cyclical,Luxury Goods,France,Paris,EUR,EQUITY,226061352960,196647,https://www.lvmh.com,FR0000121014
853081.ETR,AFL,ETR,ok_isin,AFLAC Incorporated,Aflac Incorporated,Financial Services,Insurance - Life,United States,Columbus,USD,EQUITY,64417128448,12716,https://www.aflac.com,US0010551028
853373.ETR,RI.PA,ETR,ok_isin,PERNOD RICARD,Pernod Ricard SA,Consumer Defensive,Beverages - Wineries & Distilleries,France,Paris,EUR,EQUITY,16685101056,17225,https://www.pernod-ricard.com,FR0000120693
853815.ETR,BAX,ETR,ok_isin,Baxter International Inc.,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,United States,Deerfield,USD,EQUITY,12054386688,37500,https://www.baxter.com,US0718131099
853823.ETR,NEM,ETR,ok_isin,Newmont Corporation,Newmont Corporation,Basic Materials,Gold,United States,Denver,USD,EQUITY,98488623104,17500,https://www.newmont.com,US6516391066
853881.ETR,IFF,ETR,ok_isin,International Flavors & Fragran,International Flavors & Fragrances Inc.,Basic Materials,Specialty Chemicals,United States,New York,USD,EQUITY,19505184768,21500,https://www.iff.com,US4595061015
853862.ETR,GIS,ETR,ok_isin,"General Mills, Inc.","General Mills, Inc.",Consumer Defensive,Packaged Foods,United States,Minneapolis,USD,EQUITY,19539064832,30000,https://www.generalmills.com,US3703341046
853887.ETR,SNA,ETR,ok_isin,Snap-On Incorporated,Snap-on Incorporated,Industrials,Tools & Accessories,United States,Kenosha,USD,EQUITY,21074665472,13000,https://www.snapon.com,US8330341012
853888.ETR,OR.PA,ETR,ok_isin,L'OREAL,L'Oréal S.A.,Consumer Defensive,Household & Personal Products,France,Clichy,EUR,EQUITY,202418176000,79033,https://www.loreal.com,FR0000120321
853986.ETR,HAL,ETR,ok_isin,Halliburton Company,Halliburton Company,Energy,Oil & Gas Equipment & Services,United States,Houston,USD,EQUITY,26841331712,46000,https://www.halliburton.com,US4062161017
854075.ETR,BRKA.VI,ETR,ok_isin,BERKSHIRE HATHAWAY INC,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,United States,Omaha,EUR,EQUITY,946140151808,387800,https://www.berkshirehathaway.com,US0846701086
854566.ETR,CNP,ETR,ok_isin,"CenterPoint Energy, Inc (Holdin","CenterPoint Energy, Inc.",Utilities,Utilities - Regulated Electric,United States,Houston,USD,EQUITY,28789997568,8794,https://www.centerpointenergy.com,US15189T1079
853915.ETR,PNW,ETR,ok_isin,Pinnacle West Capital Corporati,Pinnacle West Capital Corporation,Utilities,Utilities - Regulated Electric,United States,Phoenix,USD,EQUITY,12770703360,6610,https://www.pinnaclewest.com,US7234841010
854013.ETR,AV.L,ETR,ok_isin,AVIVA PLC ORD 32 17/19P,Aviva plc,Financial Services,Insurance - Diversified,United Kingdom,London,GBp,EQUITY,20656166912,39359,https://www.aviva.com,GB0002162385
854545.ETR,ECL,ETR,ok_isin,Ecolab Inc.,Ecolab Inc.,Basic Materials,Specialty Chemicals,United States,Saint Paul,USD,EQUITY,76376514560,48000,https://www.ecolab.com,US2788651006
854161.ETR,ADM,ETR,ok_isin,Archer-Daniels-Midland Company,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,United States,Chicago,USD,EQUITY,40093962240,40798,https://www.adm.com,US0394831020
855178.ETR,KMB,ETR,ok_isin,Kimberly-Clark Corporation,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,United States,Dallas,USD,EQUITY,36991434752,36000,https://www.kimberly-clark.com,US4943681035
854618.ETR,EFX,ETR,ok_isin,"Equifax, Inc.",Equifax Inc.,Industrials,Consulting Services,United States,Atlanta,USD,EQUITY,20831246336,15000,https://www.equifax.com,US2944291051
854693.ETR,HL,ETR,ok_isin,Hecla Mining Company,Hecla Mining Company,Basic Materials,Other Precious Metals & Mining,United States,Coeur d'Alene,USD,EQUITY,10188121088,1865,https://www.hecla.com,US4227041062
854912.ETR,APD,ETR,ok_isin,"Air Products and Chemicals, Inc","Air Products and Chemicals, Inc.",Basic Materials,Specialty Chemicals,United States,Allentown,USD,EQUITY,65151913984,21087,https://www.airproducts.com,US0091581068
854854.ETR,TJX,ETR,ok_isin,"TJX Companies, Inc. (The)","The TJX Companies, Inc.",Consumer Cyclical,Apparel Retail,United States,Framingham,USD,EQUITY,172753682432,377000,https://www.tjx.com,US8725401090
855009.ETR,XEL,ETR,ok_isin,Xcel Energy Inc.,Xcel Energy Inc.,Utilities,Utilities - Regulated Electric,United States,Minneapolis,USD,EQUITY,50384797696,11534,https://www.my.xcelenergy.com/s,US98389B1008
855225.ETR,ARW,ETR,ok_isin,"Arrow Electronics, Inc.","Arrow Electronics, Inc.",Technology,Electronics & Computer Distribution,United States,Centennial,USD,EQUITY,10903290880,22230,https://www.arrow.com,US0427351004
855705.ETR,CS.PA,ETR,ok_isin,AXA,AXA SA,Financial Services,Insurance - Diversified,France,Paris,EUR,EQUITY,92239077376,107756,https://www.axa.com,FR0000120628
855451.ETR,WMB,ETR,ok_isin,"Williams Companies, Inc. (The)","The Williams Companies, Inc.",Energy,Oil & Gas Midstream,United States,Tulsa,USD,EQUITY,86576046080,5987,https://www.williams.com,US9694571004
855786.ETR,CMC,ETR,ok_isin,Commercial Metals Company,Commercial Metals Company,Industrials,Metal Fabrication,United States,Irving,USD,EQUITY,7526879744,12690,https://www.cmc.com,US2017231034
855853.ETR,TFX,ETR,ok_isin,Teleflex Incorporated,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,United States,Wayne,USD,EQUITY,5801611264,15500,https://www.teleflex.com,US8793691069
856243.ETR,TGT,ETR,ok_isin,Target Corporation,Target Corporation,Consumer Defensive,Discount Stores,United States,Minneapolis,USD,EQUITY,63741177856,415000,https://corporate.target.com,US87612E1064
855950.ETR,PH,ETR,ok_isin,Parker-Hannifin Corporation,Parker-Hannifin Corporation,Industrials,Specialty Industrial Machinery,United States,Cleveland,USD,EQUITY,124486352896,57950,https://www.parker.com,US7010941042
855686.ETR,DIS,ETR,ok_isin,Walt Disney Company (The),The Walt Disney Company,Communication Services,Entertainment,United States,Burbank,USD,EQUITY,167833845760,175560,https://thewaltdisneycompany.com,US2546871060
855681.ETR,INTC,ETR,ok_isin,Intel Corporation,Intel Corporation,Technology,Semiconductors,United States,Santa Clara,USD,EQUITY,462383448064,85100,https://www.intel.com,US4581401001
856050.ETR,SHW,ETR,ok_isin,Sherwin-Williams Company (The),The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,United States,Cleveland,USD,EQUITY,80716431360,64249,https://www.sherwin-williams.com,US8243481061
856331.ETR,WHR,ETR,ok_isin,Whirlpool Corporation,Whirlpool Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,Benton Harbor,USD,EQUITY,2439293952,41000,https://www.whirlpoolcorp.com,US9633201069
856244.ETR,,ETR,isin_not_found,,,,,,,,,,,,US2536511031
857621.ETR,VFC,ETR,ok_isin,V.F. Corporation,V.F. Corporation,Consumer Cyclical,Apparel Manufacturing,United States,Denver,USD,EQUITY,6716981760,14560,https://www.vfc.com,US9182041080
857498.ETR,GWW,ETR,ok_isin,"W.W. Grainger, Inc.","W.W. Grainger, Inc.",Industrials,Industrial Distribution,United States,Lake Forest,USD,EQUITY,66048790528,22100,https://www.grainger.com,US3848021040
857463.ETR,ERIC-A.ST,ETR,ok_isin,"Ericsson, Telefonab. L M ser. A",Telefonaktiebolaget LM Ericsson (publ),Technology,Communication Equipment,Sweden,Stockholm,SEK,EQUITY,309791621120,86536,https://www.ericsson.com,SE0000108649
857209.ETR,TMO,ETR,ok_isin,Thermo Fisher Scientific Inc,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,United States,Waltham,USD,EQUITY,207933374464,125000,https://www.thermofisher.com,US8835561023
856958.ETR,MCD,ETR,ok_isin,McDonald's Corporation,McDonald's Corporation,Consumer Cyclical,Restaurants,United States,Chicago,USD,EQUITY,192312623104,150000,https://www.mcdonalds.com,US5801351017
856678.ETR,CLX,ETR,ok_isin,Clorox Company (The),The Clorox Company,Consumer Defensive,Household & Personal Products,United States,Oakland,USD,EQUITY,11778949120,7600,https://www.thecloroxcompany.com,US1890541097
856632.ETR,MAS,ETR,ok_isin,Masco Corporation,Masco Corporation,Industrials,Building Products & Equipment,United States,Livonia,USD,EQUITY,16372767744,18000,https://masco.com,US5745991068
857760.ETR,SWKS,ETR,ok_isin,"Skyworks Solutions, Inc.","Skyworks Solutions, Inc.",Technology,Semiconductors,United States,Irvine,USD,EQUITY,9541754880,10000,https://www.skyworksinc.com,US83088M1027
857675.ETR,BDX,ETR,ok_isin,"Becton, Dickinson and Company","Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,United States,Franklin Lakes,USD,EQUITY,43788881920,60000,https://www.bd.com,US0758871091
857949.ETR,WFC,ETR,ok_isin,Wells Fargo & Company,Wells Fargo & Company,Financial Services,Banks - Diversified,United States,San Francisco,USD,EQUITY,264298528768,197466,https://www.wellsfargo.com,US9497461015
858388.ETR,BAC,ETR,ok_isin,Bank of America Corporation,Bank of America Corporation,Financial Services,Banks - Diversified,United States,Charlotte,USD,EQUITY,436026343424,211304,https://www.bankofamerica.com,US0605051046
858560.ETR,LLY,ETR,ok_isin,Eli Lilly and Company,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,United States,Indianapolis,USD,EQUITY,1067887099904,50000,https://www.lilly.com,US5324571083
858415.ETR,MRSH,ETR,ok_isin,Marsh,"Marsh & McLennan Companies, Inc.",Financial Services,Insurance Brokers,United States,New York,USD,EQUITY,87477592064,95000,https://www.corporate.marsh.com,US5717481023
858144.ETR,UNP,ETR,ok_isin,Union Pacific Corporation,Union Pacific Corporation,Industrials,Railroads,United States,Omaha,USD,EQUITY,177806802944,28716,https://www.up.com,US9078181081
858266.ETR,PSON.L,ETR,ok_isin,PEARSON PLC ORD 25P,Pearson plc,Communication Services,Publishing,United Kingdom,London,GBp,EQUITY,7646291456,13665,https://plc.pearson.com,GB0006776081
858406.ETR,GPC,ETR,ok_isin,Genuine Parts Company,Genuine Parts Company,Consumer Cyclical,Auto Parts,United States,Atlanta,USD,EQUITY,17604689920,65000,https://www.genpt.com,US3724601055
859034.ETR,CVS,ETR,ok_isin,CVS Health Corporation,CVS Health Corporation,Healthcare,Healthcare Plans,United States,Woonsocket,USD,EQUITY,136613535744,219000,https://www.cvshealth.com,US1266501006
858872.ETR,SAN.MC,ETR,ok_isin,BANCO SANTANDER S.A.,"Banco Santander, S.A.",Financial Services,Banks - Diversified,Spain,Madrid,EUR,EQUITY,174902427648,185279,https://www.santander.com,ES0113900J37
859121.ETR,SYY,ETR,ok_isin,Sysco Corporation,Sysco Corporation,Consumer Defensive,Food Distribution,United States,Houston,USD,EQUITY,40210370560,75000,https://www.sysco.com,US8718291078
860180.ETR,SU.PA,ETR,ok_isin,SCHNEIDER ELECTRIC SE,Schneider Electric S.E.,Industrials,Specialty Industrial Machinery,France,Rueil-Malmaison,EUR,EQUITY,148420689920,156399,https://www.se.com,FR0000121972
859892.ETR,TER,ETR,ok_isin,"Teradyne, Inc.","Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,United States,North Reading,USD,EQUITY,52405616640,6600,https://www.teradyne.com,US8807701029
861114.ETR,PCAR,ETR,ok_isin,PACCAR Inc.,PACCAR Inc,Industrials,Farm & Heavy Construction Machinery,United States,Bellevue,USD,EQUITY,70227640320,25900,https://www.paccar.com,US6937181088
861149.ETR,RRTL.DE,ETR,ok_isin,RTL GROUP S.A.                A,RTL Group S.A.,Communication Services,Broadcasting,Luxembourg,Luxembourg,EUR,EQUITY,5075563520,11931,https://rtl.com,LU0061462528
860408.ETR,BALL,ETR,ok_isin,Ball Corporation,Ball Corporation,Consumer Cyclical,Packaging & Containers,United States,Westminster,USD,EQUITY,17218160640,16000,https://www.ball.com,US0584981064
861219.ETR,ITW,ETR,ok_isin,Illinois Tool Works Inc.,Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery,United States,Glenview,USD,EQUITY,81942716416,43000,https://www.itw.com,US4523081093
859888.ETR,HAS,ETR,ok_isin,"Hasbro, Inc.","Hasbro, Inc.",Consumer Cyclical,Leisure,United States,Pawtucket,USD,EQUITY,12820471808,4520,https://corporate.hasbro.com,US4180561072
860853.ETR,WMT,ETR,ok_isin,Walmart Inc.,Walmart Inc.,Consumer Defensive,Discount Stores,United States,Bentonville,USD,EQUITY,889235701760,2100000,https://www.stock.walmart.com,US9311421039
862837.ETR,LUV,ETR,ok_isin,Southwest Airlines Company,Southwest Airlines Co.,Industrials,Airlines,United States,Dallas,USD,EQUITY,22200268800,73456,https://www.southwest.com,US8447411088
862485.ETR,ADI,ETR,ok_isin,"Analog Devices, Inc.","Analog Devices, Inc.",Technology,Semiconductors,United States,Wilmington,USD,EQUITY,181142798336,24500,https://www.analog.com,US0326541051
863186.ETR,AMD,ETR,ok_isin,"Advanced Micro Devices, Inc.","Advanced Micro Devices, Inc.",Technology,Semiconductors,United States,Santa Clara,USD,EQUITY,807065747456,31000,https://www.amd.com,US0079031078
863060.ETR,WDC,ETR,ok_isin,Western Digital Corporation,Western Digital Corporation,Technology,Computer Hardware,United States,San Jose,USD,EQUITY,171624136704,40000,https://www.westerndigital.com,US9581021055
863582.ETR,MTB,ETR,ok_isin,M&T Bank Corporation,M&T Bank Corporation,Financial Services,Banks - Regional,United States,Buffalo,USD,EQUITY,35983962112,21662,https://www.mtb.com,US55261F1049
864330.ETR,WST,ETR,ok_isin,"West Pharmaceutical Services, I","West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,United States,Exton,USD,EQUITY,23311970304,10800,https://www.westpharma.com,US9553061055
864371.ETR,CHD,ETR,ok_isin,"Church & Dwight Company, Inc.","Church & Dwight Co., Inc.",Consumer Defensive,Household & Personal Products,United States,Ewing,USD,EQUITY,23386333184,5550,https://www.churchdwight.com,US1713401024
863533.ETR,GAP,ETR,ok_isin,"Gap, Inc. (The)","The Gap, Inc.",Consumer Cyclical,Apparel Retail,United States,San Francisco,USD,EQUITY,7069986304,79000,https://www.gapinc.com,US3647601083
864777.ETR,STT,ETR,ok_isin,State Street Corporation,State Street Corporation,Financial Services,Asset Management,United States,Boston,USD,EQUITY,50726576128,51503,https://www.statestreet.com,US8574771031
865177.ETR,AMAT,ETR,ok_isin,"Applied Materials, Inc.","Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,United States,Santa Clara,USD,EQUITY,410389708800,36400,https://www.appliedmaterials.com,US0382221051
865985.ETR,AAPL,ETR,ok_isin,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,United States,Cupertino,USD,EQUITY,4948317175808,166000,https://www.apple.com,US0378331005
866131.ETR,BA.L,ETR,ok_isin,BAE SYSTEMS PLC ORD 2.5P,BAE Systems plc,Industrials,Aerospace & Defense,United Kingdom,London,GBp,EQUITY,59929559040,111400,https://www.baesystems.com,GB0002634946
864952.ETR,SYK,ETR,ok_isin,Stryker Corporation,Stryker Corporation,Healthcare,Medical Devices,United States,Portage,USD,EQUITY,129092902912,56000,https://www.stryker.com,US8636671013
865406.ETR,BIO,ETR,ok_isin,"Bio-Rad Laboratories, Inc.","Bio-Rad Laboratories, Inc.",Healthcare,Medical Devices,United States,Hercules,USD,EQUITY,8467637248,7450,https://www.bio-rad.com,US0905722072
865857.ETR,CSX,ETR,ok_isin,CSX Corporation,CSX Corporation,Industrials,Railroads,United States,Jacksonville,USD,EQUITY,95958196224,22200,https://www.csx.com,US1264081035
865884.ETR,KLAC,ETR,ok_isin,KLA Corporation,KLA Corporation,Technology,Semiconductor Equipment & Materials,United States,Milpitas,USD,EQUITY,265644130304,15000,https://www.kla.com,US4824801009
867028.ETR,NSC,ETR,ok_isin,Norfolk Southern Corporation,Norfolk Southern Corporation,Industrials,Railroads,United States,Atlanta,USD,EQUITY,77119283200,19300,https://www.norfolksouthern.com,US6558441084
867475.ETR,DG.PA,ETR,ok_isin,VINCI,Vinci SA,Industrials,Engineering & Construction,France,Nanterre,EUR,EQUITY,65760399360,292101,https://www.vinci.com,FR0000125486
866197.ETR,DHR,ETR,ok_isin,Danaher Corporation,Danaher Corporation,Healthcare,Diagnostics & Research,United States,Washington,USD,EQUITY,138136764416,58000,https://www.danaher.com,US2358511028
866671.ETR,BBD-B.TO,ETR,ok_isin,"BOMBARDIER INC., CL. B, SV",Bombardier Inc.,Industrials,Aerospace & Defense,Canada,Dorval,CAD,EQUITY,36838031360,18000,https://www.bombardier.com,CA0977512007
866993.ETR,NKE,ETR,ok_isin,"Nike, Inc.","NIKE, Inc.",Consumer Cyclical,Footwear & Accessories,United States,Beaverton,USD,EQUITY,62514634752,73000,https://www.nike.com,US6541061031
866953.ETR,HD,ETR,ok_isin,"Home Depot, Inc. (The)","The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,United States,Atlanta,USD,EQUITY,335120924672,470000,https://www.homedepot.com,US4370761029
867622.ETR,HBAN,ETR,ok_isin,Huntington Bancshares Incorpora,Huntington Bancshares Incorporated,Financial Services,Banks - Regional,United States,Columbus,USD,EQUITY,34670317568,26407,https://www.huntington.com,US4461501045
867679.ETR,PNC,ETR,ok_isin,"PNC Financial Services Group, I","The PNC Financial Services Group, Inc.",Financial Services,Banks - Regional,United States,Pittsburgh,USD,EQUITY,99606355968,55704,https://www.pnc.com,US6934751057
868284.ETR,PAYX,ETR,ok_isin,"Paychex, Inc.","Paychex, Inc.",Technology,Software - Application,United States,Rochester,USD,EQUITY,41074257920,17600,https://www.paychex.com,US7043261079
